Text4,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofDD-Cases,SumOfDD-Units,SumofDD-Cost,CostPerCase,CostPerUnit,UnitPerCase
,,,,,,,,,,,
,Home Based Services,,H0036,ST,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0038,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,H0038,TF,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,NA,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assertive Community Treatment (ACT),,H0039,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports in Independent living/own home,,H0043,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,H0045,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0046,,Encounter,3.00,52.00,"$3,429.00",1143,66,17
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review,,H2000,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,56.00,642.00,"$167,269.00",2987,261,11
,,,,,,,,,,,
,Comprehensive Medication Services - EBP only,,H2010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2011,,Encounter,12.00,53.00,"$3,528.00",294,67,4
,,,,,,,,,,,
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,Encounter,26.00,"1,872.00","$50,730.00",1951,27,72
,,,,,,,,,,,
,Community Living Supports (15 Minutes),,H2015,,Encounter,283.00,"768,794.00","$5,164,442.00",18249,7,2717
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,,Encounter,12.00,"3,285.00","$92,964.00",7747,28,274
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TF,15 Minutes,49.00,"13,514.00","$768,561.00",15685,57,276
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TG,Per mile,83.00,"25,532.00","$3,322,212.00",40027,130,308
,,,,,,,,,,,
Northeast Michigan,,,,,,,,,,,
,Behavior Services,,H2019,,Per mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Applied Behavioral Intervention (ABI).,,H2019,U5,Per one-way trip,7.00,"2,936.00","$75,979.00",10854,26,419
,,,,,,,,,,,
,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",Per one-way trip,8.00,"6,967.00","$176,475.00",22059,25,871
,,,,,,,,,,,
,Crisis Intervention,,H2020,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound,,H2021,,Per one-way trip,1.00,192.00,"$18,242.00",18242,95,192
,,,,,,,,,,,
,Supported Employment Services,,H2023,,Per one-way trip,149.00,"131,039.00","$1,548,999.00",10396,12,879
,,,,,,,,,,,
,Mental Health Therapy,,H2027,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,Refer to code descriptions.,3.00,"1,534.00","$15,403.00",5134,10,511
,,,,,,,,,,,
,Home Based Services,,H2033,,Items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Encounter Session at least 45 min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Review ,,M0064,,Encounter,48.00,102.00,"$22,106.00",461,217,2
,,,,,,,,,,,
,Transportation,,S0209,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0215,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,S0215,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Care Training to Home Care Client,,S5108,U5,Encounter,9.00,546.00,"$62,070.00",6897,114,61
,,,,,,,,,,,
,Family Training - EBP,,S5110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,,Days,4.00,18.00,"$8,452.00",2113,470,5
,,,,,,,,,,,
,Family Training,,S5111,HA,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HM,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5150,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5151,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5160,,Encounter,7.00,7.00,$679.00,97,97,1
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5161,,Encounter,33.00,298.00,"$523,692.00",15869,1757,9
,,,,,,,,,,,
,Environmental Modification ,,S5165,,Face to Face Contact,2.00,2.00,"$5,880.00",2940,2940,1
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,S5199,,Per Service,1.00,3.00,$710.00,710,237,3
,,,,,,,,,,,
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,0582,S9123,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,S9123,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,S9123,TT,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Northeast Michigan,,,,,,,,,,,
,Private Duty Nursing,0582,S9124,,Direct Observation Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,S9124,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,S9124,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9445,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9446,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9470,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,S9482,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Residential Room and Board,,S9976,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TE,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,T1001,,Encounter,111.00,117.00,"$31,719.00",286,271,1
,,,,,,,,,,,
,Health Services,,T1002,,15 Minutes,123.00,"1,302.00","$127,502.00",1037,98,11
,,,,,,,,,,,
,Respite Care,,T1005,,Encounter,64.00,"78,747.00","$134,339.00",2099,2,1230
,,,,,,,,,,,
,Respite Care,,T1005,TD,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TE,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Child Sitting Services,,T1009,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,T1012,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Psycho-Education - EBP,,T1015,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supports Coordination/Wrap Facilitation,,T1016,,Per Diem,385.00,"7,596.00","$1,148,191.00",2982,151,20
,,,,,,,,,,,
,Targeted Case Management ,,T1017,,Per Diem,1.00,57.00,"$3,725.00",3725,65,57
,,,,,,,,,,,
,Nursing Home Mental Health Monitoring,,T1017,SE,15 Minutes,1.00,4.00,$414.00,414,103,4
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,,15 Minutes,67.00,"21,880.00","$222,965.00",3328,10,327
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,15 Minutes,7.00,"1,442.00","$78,426.00",11204,54,206
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,60.00,"18,885.00","$2,661,084.00",44351,141,315
,,,,,,,,,,,
,Assessments,,T1023,,15 Minutes,6.00,8.00,"$1,516.00",253,190,1
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T1027,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Supplies or Pharmacy,,T1999,,Days,124.00,"2,024.00","$61,728.00",498,30,16
,,,,,,,,,,,
,Transportation,,T2001,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2001,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2003,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2003,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Northeast Michigan,,,,,,,,,,,
,Transportation,,T2004,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2004,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2005,,"Encounter Face-to-Face, generally less than 10 minutes",0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2005,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Out of Home Prevocational Service,,T2015,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Targeted Case Management (Children's Waiver),,T2023,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T2024,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Fiscal Intermediary Services,,T2025,,15 Minutes,79.00,775.00,"$121,181.00",1534,156,10
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2028,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2029,,Encounter,1.00,2.00,$603.00,603,302,2
,,,,,,,,,,,
,Crisis Intervention,,T2034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2036,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2037,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Housing Assistance,,T2038,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2039,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Goods and Services ,,T5999,HK,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound Services,,T5999,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Pharmacy (Drugs and Other Biologicals),,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Other,,,,Month,2.00,0.00,$596.00,298,0,0
,,,,,,,,,,,
,Aggregate for 'J' Codes,,ALL,,Service,1.00,0.00,$52.00,52,0,0
Northern Lakes,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,5.00,506.00,"$167,096.00",33419,330,101
,,,,,,,,,,,
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,0100,,PT65,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,4.00,47.00,"$11,200.00",2800,238,12
,,,,,,,,,,,
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,12.00,148.00,"$103,032.00",8586,696,12
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Anesthesia,0370,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Recovery Room,0710,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of units,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - EEG,0740,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Observation Care,0762,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Facility Charge,0901,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0912,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0913,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,,00104,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,0901,00104,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80100,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Northern Lakes,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80101,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Interactive Complexity - Add On Code,,90785,,Per Screen,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,90785,U5,Per Screen,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,"90791
",,,5.00,6.00,"$1,951.00",390,325,1
,,,,,,,,,,,
,Assessment for Autism,,90791,U5,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90792,,Encounter,76.00,78.00,"$29,913.00",394,384,1
,,,,,,,,,,,
,Assessment for Autism,,90792,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90832,,Encounter,14.00,83.00,"$6,237.00",446,75,6
,,,,,,,,,,,
,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90833,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,90833,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90834,,Encounter,30.00,185.00,"$21,089.00",703,114,6
,,,,,,,,,,,
,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90836,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,90836,U5,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health: Outpatient Care,,90837,,Encounter 20-30 Min,19.00,122.00,"$34,766.00",1830,285,6
,,,,,,,,,,,
,Substance abuse: Outpatient Care,,90837,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,90838,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,90838,U5,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychotherapy for Crisis First 60 Minutes,,90839,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90846,,Encounter 75-80 Min,4.00,35.00,"$3,155.00",789,90,9
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90847,,Encounter 75-80 Min,56.00,368.00,"$50,824.00",908,138,7
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90849,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Family Therapy,,90849,HS,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Therapy-Group Therapy,,90853,,Encounter 20-30 Min,5.00,32.00,"$2,555.00",511,80,6
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Physician,,90870,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Physician,0901,90870,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments-Other,,90887,,Encounter 75-80 Min,640.00,692.00,"$151,026.00",236,218,1
,,,,,,,,,,,
,Speech & Language Therapy (Retired 1/1/14),,92506,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Northern Lakes,,,,,,,,,,,
,Speech & Language Therapy ,,92507,,Encounter 75-80 Min,7.00,72.00,"$6,049.00",864,84,10
,,,,,,,,,,,
,Speech & Language Therapy ,,92508,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92521,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92522,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92523,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92524,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92526,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Speech & Language Therapy ,,92610,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychological Testing PSYCH/PHYS ,,96101,,Encounter 45-50 Min,47.00,146.00,"$21,463.00",457,147,3
,,,,,,,,,,,
,Assessment for Autism,,96101,U5,Encounter 75-80 Min,22.00,42.00,"$8,964.00",407,213,2
,,,,,,,,,,,
,Psychological Testing by Technician ,,96102,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,96102,U5,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Psychological Testing by Comp ,,96103,,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments-Other,,96105,,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments-Other,,96110,,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments-Other,,96111,,45 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Neurobehavioral Status Exam,,96116,,45 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Neuropsych test by Psych/Phys ,,96118,,45 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,96118,U5,45 Minutes,27.00,29.00,"$15,474.00",573,534,1
,,,,,,,,,,,
,Neuropsych test by Tech ,,96119,,60 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,96119,U5,60 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Neuropsych test Admin w/Comp ,,96120,,60 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Administration,,96372,,60 Minutes,12.00,81.00,"$8,702.00",725,107,7
,,,,,,,,,,,
,Physical Therapy,,97001,,First 30-74 Min.,33.00,33.00,"$9,232.00",280,280,1
,,,,,,,,,,,
,Physical Therapy,,97002,,Each Additional 30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational Therapy,,97003,,Encounter,41.00,41.00,"$13,601.00",332,332,1
,,,,,,,,,,,
,Occupational Therapy,,97004,,Encounter,4.00,4.00,$271.00,68,68,1
,,,,,,,,,,,
,Occupational or Physical Therapy,,97110,,Encounter,3.00,152.00,"$3,507.00",1169,23,51
,,,,,,,,,,,
,Occupational or Physical Therapy,,97112,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97113,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97116,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97124,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97140,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Northern Lakes,,,,,,,,,,,
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97530,,Encounter,6.00,309.00,"$7,374.00",1229,24,52
,,,,,,,,,,,
,Occupational or Physical Therapy,,97532,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97533,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97535,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97537,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97542,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97750,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational Therapy,,97755,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97760,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
