CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Fiscal Intermediary Services,,T2025,,Month,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,T2034,,Days,0.00,0.00,$0.00,0,0,0
,Respite Care,,T2036,,Per session. One night = one session,0.00,0.00,$0.00,0,0,0
,Respite Care,,T2037,,Per session. One day/partial day = one session,0.00,0.00,$0.00,0,0,0
,Housing Assistance,,T2038,,Service,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0.00,0.00,$0.00,0,0,0
,Goods and Services ,,T5999,,Per Item,0.00,0.00,$0.00,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0.00,0.00,$0.00,0,0,0
,Other,,,,,0.00,0.00,$0.00,0,0,0
,Aggregate for 'J' Codes,,ALL,,,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,36.00,"2,658.00","$1,288,867.00",35802,485,74
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,"0100, 0101, 0114, 0124, 0134, 0154",,PT65,Days,0.00,0.00,$0.00,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,30.00,295.00,"$181,400.00",6047,615,10
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,264.00,"1,858.00","$809,593.00",3067,436,7
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0.00,0.00,$0.00,0,0,0
,ECT Anesthesia,0370,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0.00,0.00,$0.00,0,0,0
,ECT Recovery Room,0710,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0.00,0.00,$0.00,0,0,0
,Crisis Observation Care,0762,,,Hour,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Facility Charge,0901,,,Encounter,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0.00,0.00,$0.00,0,0,0
,Outpatient Partial Hospitalization,0912,,,Days,0.00,0.00,$0.00,0,0,0
,Outpatient Partial Hospitalization,0913,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Anesthesia,,00104,,Minutes,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0.00,0.00,$0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0.00,0.00,$0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80101,,Per Screen,10.00,108.00,$293.00,29,3,11
,Alcohol Breath Test for Methadone Clients Only,,82075,,Per Test,0.00,0.00,$0.00,0,0,0
,Assessment-Psychiatric Assessment,,90801,,Encounter,561.00,623.00,"$161,248.00",287,259,1
,Substance Abuse: Psychiatric Evaluation,,90801,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment-Psychiatric Assessment,,90802,,Encounter,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Substance Abuse: Psychiatric Evaluation,,90802,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,229.00,474.00,"$40,803.00",178,86,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90804,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90805,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,834.00,"5,384.00","$759,160.00",910,141,6
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90806,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90807,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,35.00,82.00,"$9,123.00",261,111,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90808,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90809,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90810,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90811,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90812,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),,90826,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90847,,Encounter,58.00,320.00,"$42,846.00",739,134,6
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90849,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90849,HS,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,228.00,"1,623.00","$121,556.00",533,75,7
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Group Therapy,,90857,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90857,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Review ,,90862,,Encounter,"1,418.00","6,583.00","$507,319.00",358,77,5
,Substance Abuse: Medication Review,"0900, 0914, 0915, 0916, 0919",90862,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Physician,,90870,,Encounter,1.00,4.00,"$1,403.00",1403,351,4
,Additional Codes-ECT Physician,0901,90870,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,90887,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92506,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92507,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0.00,0.00,$0.00,0,0,0
,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,11.00,18.00,"$3,491.00",317,194,2
,Psychological Testing by Technician ,,96102,,Per Hour,0.00,0.00,$0.00,0,0,0
,Psychological Testing by Comp ,,96103,,Per Hour,3.00,3.00,$677.00,226,226,1
,Assessments-Other,,96105,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,96110,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,96111,,Encounter,0.00,0.00,$0.00,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,0.00,0.00,$0.00,0,0,0
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0.00,0.00,$0.00,0,0,0
,Neuropsych test by Tech ,,96119,,Per Hour,0.00,0.00,$0.00,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0.00,0.00,$0.00,0,0,0
,Medication Administration,,96372,,Encounter,129.00,"2,717.00","$25,913.00",201,10,21
,Physical Therapy,,97001,,Encounter,0.00,0.00,$0.00,0,0,0
,Physical Therapy,,97002,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97003,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97004,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97110,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97116,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Occupational or Physical Therapy,,97140,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0.00,0.00,$0.00,0,0,0
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0.00,0.00,$0.00,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Health Services,,97804,,30 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Accupuncture,,97810,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Accupuncture,,97811,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99203,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99204,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99204,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99205,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services  Medication Administration,,99211,,Encounter,11.00,22.00,"$1,589.00",144,72,2
,Additional Codes-Physician Services,,99212,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,24.00,28.00,"$10,038.00",418,359,1
,Additional Codes-Physician Services,,99214,,Encounter,32.00,35.00,"$12,229.00",382,349,1
,Additional Codes-Physician Services,,99215,,Encounter,42.00,43.00,"$13,675.00",326,318,1
,Additional Codes-Physician Services,,99221,,30 Minutes,1.00,1.00,$82.00,82,82,1
,Additional Codes-Physician Services,,99222,,50 Minutes,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99223,,70 Minutes,1.00,1.00,$82.00,82,82,1
,Additional Codes-Physician Services,,99231,,15 Minutes,2.00,6.00,$492.00,246,82,3
,Additional Codes-Physician Services,,99232,,25 minutes,3.00,10.00,$819.00,273,82,3
,Additional Codes-Physician Services,,99233,,35 Minutes,2.00,5.00,$408.00,204,82,3
,Additional Codes-Physician Services,,99241,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,19.00,34.00,"$2,921.00",154,86,2
,Additional Codes-Physician Services,,99253,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99254,,Encounter,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Administration,,99506,,Encounter,0.00,0.00,$0.00,0,0,0
,Medicaition Administration (Children's Waiver),,99506,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Management,,99605,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Transportation,,A0080,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0090,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0120,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0130,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0140,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,1.00,50.00,$780.00,780,16,50
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0.00,0.00,$0.00,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,35.00,358.00,"$49,452.00",1413,138,10
,Substance Abuse: Individual Assessment,,H0001,,Encounter,81.00,116.00,"$19,222.00",237,166,1
,Assessment ,,H0002,,Encounter,656.00,740.00,"$86,655.00",132,117,1
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,53.00,891.00,"$36,602.00",691,41,17
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,80.00,548.00,"$100,016.00",1250,183,7
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Care,0906,H0015,,Days,0.00,0.00,$0.00,0,0,0
,Crisis Residential Services,,H0018,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Residential,1002,H0018,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,H0030,,Per Service,0.00,0.00,$0.00,0,0,0
,Assessment ,,H0031,,Encounter,894.00,960.00,"$192,945.00",216,201,1
,Treatment Planning,,H0032,,Encounter,179.00,398.00,"$62,942.00",352,158,2
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,H0034,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Home Based Services,,H0036,,15 Minutes,1.00,17.00,"$3,794.00",3794,223,17
,Home Based Services,,H0036,ST,15 Minutes,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,50.00,678.00,"$53,015.00",1060,78,14
,Substance Abuse: Recovery Support Services,,H0038,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,NA,,,0.00,0.00,$0.00,0,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,149.00,"18,273.00","$1,515,770.00",10173,83,123
,Community Living Supports in Independent living/own home,,H0043,,Per diem,2.00,90.00,"$11,827.00",5914,131,45
,Respite,,H0045,,Days,0.00,0.00,$0.00,0,0,0
,Respite (Children's Waiver),,H0045,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,Respite (Children's Waiver),,H0045,TE,Per Diem,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0046,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse:Laboratory (cells now unlocked),,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,,H0050,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Behavior Treatment Plan Review,,H2000,,Encounter,1.00,1.00,$76.00,76,76,1
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0.00,0.00,$0.00,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,404.00,"1,161.00","$74,135.00",184,64,3
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,386.00,"116,435.00","$284,576.00",737,2,302
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,36.00,"84,547.00","$335,813.00",9328,4,2349
,Community Living Supports (15 Minutes) (SED Waiver),,H2015,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,Community Living Supports (Daily),,H2016,,Per Diem,1.00,348.00,"$15,003.00",15003,43,348
,Community Living Supports (Daily),,H2016,TF,Per Diem,4.00,689.00,"$40,048.00",10012,58,172
,Community Living Supports (Daily),,H2016,TG,Per Diem,293.00,"17,011.00","$3,547,625.00",12108,209,58
,Behavior Services,,H2019,,15 Minutes,15.00,408.00,"$8,203.00",547,20,27
,Behavior Services,,H2019,TT,15 Minutes,16.00,459.00,"$15,108.00",944,33,29
,Crisis Intervention,,H2020,,Days,0.00,0.00,$0.00,0,0,0
,Wraparound,,H2021,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Wraparound,,H2022,,Days,0.00,0.00,$0.00,0,0,0
,Wraparound (SED Waiver),,H2022,TT,Days,0.00,0.00,$0.00,0,0,0
,Supported Employment Services,,H2023,,15 minutes,102.00,"4,638.00","$115,154.00",1129,25,45
,Supported Employment Services,,H2023,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,49.00,"42,550.00","$565,314.00",11537,13,868
,Home Based Services,,H2033,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Hour,0.00,0.00,$0.00,0,0,0
Muskegon,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Per Diem,0.00,0.00,$0.00,0,0,0
,Medication Review ,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0.00,0.00,$0.00,0,0,0
,Transportation,,S0209,,Per Mile,0.00,0.00,$0.00,0,0,0
,Transportation,,S0215,,Per Mile,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,S0215,,Per Mile,0.00,0.00,$0.00,0,0,0
,Family Training - EBP,,S5110,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,,Encounter,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,HA,Encounter,0.00,0.00,$0.00,0,0,0
,Family Training (SED Waiver),,S5111,HM,Encounter,0.00,0.00,$0.00,0,0,0
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,Respite,,S5150,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Respite,,S5151,,Per Diem,0.00,0.00,$0.00,0,0,0
,Respite (Children's Waiver),,S5151,TT,Per diem,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0.00,0.00,$0.00,0,0,0
,Environmental Modification ,,S5165,,Service,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9445,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9446,,Encounter,161.00,350.00,"$30,226.00",188,86,2
