"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2015","2","NMRE","Northern Lakes","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",123,FALSE
"2015","2","NMRE","Northern Lakes","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",1,FALSE
"2015","2","NMRE","Northern Lakes","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",123,FALSE
"2015","2","NMRE","Northern Lakes","DD","Waiting","waiting","Eligible persons who were put on a waiting list",2,FALSE
"2015","2","NMRE","Northern Lakes","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2015","2","NMRE","Northern Lakes","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",2,FALSE
"2015","2","NMRE","Northern Lakes","DD","Other","oth_place_ref","People receiving other placement or referral",0,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Start","total_in","Total number of people who telephoned or walked in",1674,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",181,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1493,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",391,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1046,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",56,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",182,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",49,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",133,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",498,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",13,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",498,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",1,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",1,FALSE
"2015","2","NMRE","Northern Lakes","MIA","Other","oth_place_ref","People receiving other placement or referral",0,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Start","total_in","Total number of people who telephoned or walked in",687,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",26,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",661,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",49,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",585,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",27,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",60,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",9,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",51,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",385,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",3,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",385,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",1,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",1,FALSE
"2015","2","NMRE","Northern Lakes","MIC","Other","oth_place_ref","People receiving other placement or referral",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Start","total_in","Total number of people who telephoned or walked in",25,FALSE
"2015","2","NMRE","Northern Lakes","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",21,FALSE
"2015","2","NMRE","Northern Lakes","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",4,FALSE
"2015","2","NMRE","Northern Lakes","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",1,FALSE
"2015","2","NMRE","Northern Lakes","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",3,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,FALSE
"2015","2","NMRE","Northern Lakes","Other","Other","oth_place_ref","People receiving other placement or referral",0,FALSE
"2011","2","NMRE","Northeast Michigan","DD","Start","total_in","Total number of people who telephoned or walked in",24,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",24,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",24,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",1,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",1,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",22,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","2","NMRE","Northeast Michigan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Start","total_in","Total number of people who telephoned or walked in",943,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",21,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",5,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",917,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",174,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",721,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",65,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",241,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",65,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",8,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",415,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",86,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",50,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Start","total_in","Total number of people who telephoned or walked in",304,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",5,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",299,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",69,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",230,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",19,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",5,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",5,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",206,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",13,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",5,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","2","NMRE","Northeast Michigan","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Start","total_in","Total number of people who telephoned or walked in",54,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",54,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",54,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",5,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","2","NMRE","Northeast Michigan","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Start","total_in","Total number of people who telephoned or walked in",23,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",22,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",22,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",1,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",21,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",2,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",2,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","2","NMRE","Northeast Michigan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Start","total_in","Total number of people who telephoned or walked in",990,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",12,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",3,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",935,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",114,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",947,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",41,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",37,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",6,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",863,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",77,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",77,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Start","total_in","Total number of people who telephoned or walked in",288,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",5,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",272,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",41,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",225,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",3,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",222,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",9,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",9,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","2","NMRE","Northeast Michigan","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Start","total_in","Total number of people who telephoned or walked in",54,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",54,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",54,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",49,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","2","NMRE","Northeast Michigan","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Start","total_in","Total number of people who telephoned or walked in",55,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",54,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",5,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",54,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",5,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",3,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",2,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
