CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Unique Consumers
Livingston,Occupational or Physical Therapy,,97542,,15 Minutes,1,1,22.15,22.15,657
Livingston,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,657
Livingston,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,657
Livingston,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,657
Livingston,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,657
Livingston,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,657
Livingston,Assessment or Health Services,,97802,,15 Minutes,16,69,2095.23,2247.06,657
Livingston,Assessment or Health Services,,97803,,15 Minutes,19,37,1110.65,1140.66,657
Livingston,Health Services,,97804,,30 Minutes,0,0,0,0,657
Livingston,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,657
Livingston,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99201,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,657
Livingston,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99202,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,657
Livingston,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99203,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,657
Livingston,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99204,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,657
Livingston,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99205,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,657
Livingston,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,588.67,657
Livingston,Assessment for Autism,,99211,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,657
Livingston,Established Patient Evaluation and Management,,99212,,Encounter,32,51,8796.24,29148.34,657
Livingston,Assessment for Autism,,99212,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,657
Livingston,Established Patient Evaluation and Management,,99213,,Encounter,128,422,106016.21,634589.96,657
Livingston,Assessment for Autism,,99213,U5,Encounter,0,0,0,0,657
Livingston,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,657
Livingston,Established Patient Evaluation and Management,,99214,,Encounter,57,101,38271.29,274719.71,657
Livingston,Assessment for Autism,,99214,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,657
Livingston,Established Patient Evaluation and Management,,99215,,Encounter,34,184,64430.05,241262.53,657
Livingston,Assessment for Autism,,99215,U5,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0,657
Livingston,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99241,,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99242,,30 Minutes,0,0,0,0,657
Livingston,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99243,,40 Minutes,0,0,0,0,657
Livingston,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99244,,60 Minutes,0,0,0,0,657
Livingston,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99245,,80 Minutes,0,0,0,0,657
Livingston,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99251,,20 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99252,,40 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99253,,55 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99254,,80 Minutes,0,0,0,0,657
Livingston,Physician Consultations,,99255,,110 Minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,657
Livingston,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,657
Livingston,Assessment,,99324,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99324,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99325,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99325,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99326,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99326,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99327,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99327,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99328,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99328,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99334,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99334,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99335,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99335,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99336,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99336,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99337,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99337,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99341,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99341,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99342,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99342,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99343,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99343,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99344,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99344,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99345,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99345,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99347,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99347,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99348,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99348,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99349,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99349,U5,Encounter,0,0,0,0,657
Livingston,Assessment,,99350,,Encounter,0,0,0,0,657
Livingston,Assessment for Autism,,99350,U5,Encounter,0,0,0,0,657
Livingston,Medication Administration,,99506,,Encounter,0,0,0,0,657
Livingston,Medication Management,,99605,,15 Minutes,0,0,0,0,657
Livingston,Transportation,,A0080,,Per mile,0,0,0,0,657
Livingston,Transportation,,A0090,,Per mile,0,0,0,0,657
Livingston,Transportation,,A0100,,Per one-way trip,0,0,0,0,657
Livingston,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,657
Livingston,Transportation,,A0110,,Per one-way trip,0,0,0,0,657
Livingston,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,657
Livingston,Transportation,,A0120,,Per one-way trip,0,0,0,0,657
Livingston,Transportation,,A0130,,Per one-way trip,0,0,0,0,657
Livingston,Transportation,,A0140,,Per one-way trip,0,0,0,0,657
Livingston,Transportation,,A0170,,,0,0,0,0,657
Livingston,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,657
Livingston,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,657
Livingston,Enhanced Medical Equipment-Supplies,,E1399,,Item,5,9,11312.09,11312.09,657
Livingston,Activity Therapy (Children's Waiver),,G0176,,Encounter,1,7,518.26,518.26,657
Livingston,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,657
Livingston,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,657
Livingston,Assessment ,,H0002,,Encounter,16,18,3514.49,52717.42,657
Livingston,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,657
Livingston,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,657
Livingston,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,657
Livingston,Crisis Residential Services,,H0018,,Day,1,4,4734.54,4734.54,657
Livingston,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,657
Livingston,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,657
Livingston,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,657
Livingston,Peer Directed and Operated Support Services,,H0023,,Encounter,1,14,1148.36,72921.26,657
Livingston,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,657
Livingston,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,657
Livingston,Assessment ,,H0031,,Encounter,94,99,38413.87,187025.14,657
Livingston,Assessment for Autism,,H0031,U5,Encounter,41,51,18986.28,18986.28,657
Livingston,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,116,116,63654.93,68044.93,657
Livingston,Treatment Planning,,H0032,,Encounter,178,445,55875.65,59642.55,657
Livingston,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,174,944,74703.11,78105.9,657
Livingston,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,657
Livingston,Health Services,,H0034,,15 Minutes,0,0,0,0,657
Livingston,Home Based Services,,H0036,,15 Minutes,13,1301,84002.21,908786.47,657
Livingston,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0,657
Livingston,Peer Directed and Operated Support Services,,H0038,,15 minutes,2,124,4280.11,180489.6,657
Livingston,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,657
Livingston,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,657
Livingston,Assertive Community Treatment (ACT),,H0039,,15 Minutes,5,354,30827.63,792200.42,657
Livingston,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,0,657
Livingston,Respite,,H0045,,Day,16,315,24318.16,26248.17,657
Livingston,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,657
Livingston,Behavior Treatment Plan Review,,H2000,,Encounter,30,109,7066.66,7066.66,657
Livingston,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0,657
Livingston,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,657
Livingston,Crisis Intervention,,H2011,,15 Minutes,7,20,1234.35,43264.22,657
Livingston,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,657
Livingston,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,140,214838,669941.76,671089.31,657
Livingston,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,57,102946,320965.71,320965.71,657
Livingston,Community Living Supports (15 Minutes),,H2015,,15 Minutes,212,2494404,7016420.73,7538103.04,657
Livingston,Community Living Supports (Daily),,H2016,,Per Diem,50,16919,2189885.37,2566407.42,657
Livingston,Behavior Services,,H2019,,15 Minutes,26,36973,543121.01,543121.01,657
Livingston,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,657
Livingston,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0,0,657
Livingston,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0,0,0,0,657
Livingston,Wraparound,,H2021,,15 Minutes,12,1050,103866.76,436141.5,657
Livingston,Supported Employment Services,,H2023,,15 minutes,37,29261,112495.37,112495.37,657
Livingston,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,657
Livingston,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,7,7742,39896.14,452116.77,657
Livingston,Home Based Services,,H2033,,15 Minutes,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,657
Livingston,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,657
Livingston,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,657
Livingston,Transportation,,S0209,,Per Mile,0,0,0,0,657
Livingston,Transportation,,S0215,,Per Mile,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,657
Livingston,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,25,2873,97326.23,97326.23,657
Livingston,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,657
Livingston,Family Training,,S5111,,Encounter,31,153,10740.44,13829.2,657
Livingston,Family Training,,S5111,HA,Encounter,0,0,0,0,657
Livingston,Family Training,,S5111,HM,Encounter,5,86,10829.21,42435.4,657
Livingston,BHT/ABA Family Training,,S5111,U5,Encounter,13,18,2011.91,2011.91,657
Livingston,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,5,9,880.19,880.19,657
Livingston,Foster Care,,S5140,,Day,0,0,0,0,657
Livingston,Foster Care,,S5145,,Day,0,0,0,0,657
Livingston,Respite,,S5150,,15 Minutes,0,0,0,0,657
Livingston,Respite,,S5151,,Per Diem,0,0,0,0,657
Livingston,Personal Emergency Response System (PERS),,S5160,,Encounter,11,11,13219.01,14420.74,657
Livingston,Personal Emergency Response System (PERS),,S5161,,Month,37,334,534197.65,626962.51,657
Livingston,Environmental Modification ,,S5165,,Service,5,6,35596.55,35596.55,657
Livingston,Enhanced Medical Equipment-Supplies,,S5199,,Item,3,5,3700.94,3700.94,657
Livingston,Occupational or Physical Therapy,,S8990,,Encounter,5,6,177.2,177.2,657
Livingston,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,657
Livingston,Private Duty Nursing,,S9123,,Hour,0,0,0,0,657
Livingston,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,657
Livingston,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,657
Livingston,Private Duty Nursing,,S9124,,Hour,0,0,0,0,657
Livingston,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,657
Livingston,Health Services,,S9445,,Encounter,0,0,0,0,657
Livingston,Health Services,,S9446,,Encounter,0,0,0,0,657
Livingston,Health Services,,S9470,,Encounter,0,0,0,0,657
Livingston,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,20526.15,657
Livingston,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,657
Livingston,Residential Room and Board,,S9976,,Day,0,0,0,0,657
Livingston,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,657
Livingston,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,657
Livingston,Private Duty Nursing,,T1000,TD,Up to 15 min,1,56,2904.35,2904.35,657
Livingston,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,657
Livingston,Assessment,,T1001,,Encounter,1,1,430.69,861.38,657
Livingston,Health Services,,T1002,,Up to 15 min,4,6,854.01,31740.89,657
Livingston,Respite Care,,T1005,,15 Minutes,181,145478,637653.03,701857.53,657
Livingston,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,657
Livingston,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,657
Livingston,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0,657
Livingston,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,657
Livingston,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,657
Livingston,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,657
Livingston,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,574,9996,1313909.75,1356760.35,657
Livingston,Targeted Case Management ,,T1017,,15 minutes,20,652,46855.58,822991.09,657
Livingston,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,5,69,4958.64,17175.59,657
Livingston,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,49,16558,1089287.2,1207768.07,657
Livingston,Assessments,,T1023,,Encounter,6,7,1508.5,29308,657
Livingston,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,657
Livingston,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,54,364,16065.75,16198.16,657
Livingston,Transportation,,T2001,,Encounter,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,657
Livingston,Transportation,,T2002,,Per Diem,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,657
Livingston,Transportation,,T2003,,Encounter / Trip,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,657
Livingston,Transportation,,T2004,,Encounter,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,657
Livingston,Transportation,,T2005,,Encounter,0,0,0,0,657
Livingston,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,657
Livingston,Out of Home Prevocational Service,,T2015,,Hour,3,1582,38645.05,38645.05,657
Livingston,Targeted Case Management (Children's Waiver),,T2023,,Month,9,91,44356.83,44356.83,657
Livingston,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,657
Livingston,Fiscal Intermediary Services,,T2025,,Month,80,821,89391.68,90698.26,657
Livingston,Enhanced Medical Equipment-Supplies,,T2028,,Item,8,9,2135.24,2135.24,657
Livingston,Enhanced Medical Equipment-Supplies,,T2029,,Item,33,71,10555.31,10555.31,657
Livingston,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,657
Livingston,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,657
Livingston,Housing Assistance,,T2038,,Service,4,126,4200.16,6900.26,657
Livingston,Enhanced Medical Equipment-Supplies,,T2039,,Item,1,1,1068.2,1068.2,657
Livingston,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,657
Livingston,Wraparound Services,,T5999,,Per Item,2,2,1198.3,1198.3,657
Livingston,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,657
Livingston,Other,,,,,0,0,0,0,657
Livingston,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,657
Macomb,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,67,929,570725,4528853,4052
Macomb,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,0,4052
Macomb,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,4052
Macomb,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,4052
Macomb,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,81,963,587552,9813239,4052
Macomb,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,0,4052
Macomb,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,4052
Macomb,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,4052
Macomb,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,4052
Macomb,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,4052
Macomb,ECT Anesthesia,370,,,,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,50,63,12159,288792,4052
Macomb,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,4052
Macomb,ECT Recovery Room,710,,,,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,4052
Macomb,Crisis Observation Care,762,,,Hour,0,0,0,0,4052
Macomb,Additional Codes-ECT Facility Charge,901,,,Encounter,1,8,7531,12232,4052
Macomb,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,4052
Macomb,Outpatient Partial Hospitalization,912,,,Day,26,161,45357,1124755,4052
Macomb,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,4052
Macomb,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,4052
Macomb,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,4052
Macomb,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,4052
Macomb,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,4052
Macomb,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,4052
Macomb,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,4052
Macomb,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,4052
Macomb,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,4052
Macomb,Interactive Complexity - Add On Code,,90785,,,0,0,0,0,4052
Macomb,Assessment for Autism,,90785,U5,,0,0,0,0,4052
Macomb,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,4052
Macomb,Assessment,,"90791
",,Encounter,158,164,43004,195718,4052
Macomb,Assessment for Autism,,90791,U5,Encounter,2,2,504,665,4052
Macomb,Assessment,,90792,,Encounter,300,318,79279,652481,4052
Macomb,Assessment for Autism,,90792,U5,Encounter,30,32,8886,9562,4052
Macomb,Mental Health: Outpatient Care,,90832,,30 Minutes,81,296,46352,260943,4052
Macomb,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,4052
Macomb,Assessment,,90833,,30 Minutes,2,2,386,2257,4052
Macomb,Assessment for Autism,,90833,U5,30 Minutes,0,0,0,0,4052
Macomb,Mental Health: Outpatient Care,,90834,,45 Minutes,178,710,91306,1127522,4052
Macomb,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,4052
Macomb,Assessment,,90836,,45 Minutes,1,1,239,2777,4052
Macomb,Assessment for Autism,,90836,U5,45 Minutes,0,0,0,0,4052
Macomb,Mental Health: Outpatient Care,,90837,,60 Minutes,124,626,112044,1135040,4052
Macomb,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,4052
Macomb,Assessment,,90838,,60 Minutes,3,4,885,3180,4052
Macomb,Assessment for Autism,,90838,U5,60 Minutes,0,0,0,0,4052
Macomb,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,2,2,610,1830,4052
Macomb,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,193,4052
