CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfMIC-Cost
Macomb,Assessment,,H0031,,Encounter,900,1635,205709,205709
Macomb,Assessment for Autism,,H0031,U5,Encounter,7,8,3612,3612
Macomb,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0
Macomb,Treatment Planning,,H0032,,Encounter,677,1012,138578,138578
Macomb,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,368,617,57808,57808
Macomb,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Macomb,Health Services,,H0034,,15 Minutes,9,21,1593,1593
Macomb,Home Based Services,,H0036,,15 Minutes,218,32973,1391126,1391126
Macomb,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0
Macomb,Peer Directed and Operated Support Services,,H0038,,15 minutes,1,4,169,169
Macomb,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0
Macomb,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Macomb,Peer Directed and Operated Support Services,,NA,,,0,0,0,0
Macomb,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,0
Macomb,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,0
Macomb,Respite,,H0045,,Day,2,9,1991,1991
Macomb,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0
Macomb,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0
Macomb,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Macomb,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,0
Macomb,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0
Macomb,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Macomb,Crisis Intervention,,H2011,,15 Minutes,83,957,69256,69256
Macomb,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Macomb,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0,0
Macomb,Community Living Supports (15 Minutes),,H2015,,15 Minutes,148,271448,1436292,1436292
Macomb,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0,0
Macomb,Community Living Supports (Daily),,H2016,TF,Per Diem,0,0,0,0
Macomb,Community Living Supports (Daily),,H2016,TG,Per Diem,0,0,0,0
Macomb,Behavior Services,,H2019,,15 Minutes,14,489,34325,34325
Macomb,Behavior Services,,H2019,TT,15 Minutes,12,885,12898,12898
Macomb,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0,0
Macomb,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,2,2184,30421,30421
Macomb,Crisis Intervention,,H2020,,Day,0,0,0,0
Macomb,Wraparound,,H2021,,15 Minutes,83,6888,436839,436839
Macomb,Wraparound (SED Waiver),,H2022,,Day,44,930,283532,283532
Macomb,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0
Macomb,Supported Employment Services,,H2023,,15 minutes,0,0,0,0
Macomb,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Macomb,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Macomb,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,0,0,0,0
Macomb,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Macomb,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Macomb,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Macomb,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0,0
Macomb,Transportation,,S0209,,Per Mile,0,0,0,0
Macomb,Transportation,,S0215,,Per Mile,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0
Macomb,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,2,85,2808,2808
Macomb,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Macomb,Family Training,,S5111,,Encounter,111,1088,167900,167900
Macomb,Family Training,,S5111,HA,Encounter,0,0,0,0
Macomb,Family Training,,S5111,HM,Encounter,103,1621,269693,269693
Macomb,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0
Macomb,Foster Care,,S5140,,Day,0,0,0,0
Macomb,Foster Care,,S5145,,Day,0,0,0,0
Macomb,Respite,,S5150,,15 Minutes,0,0,0,0
Macomb,Respite,,S5151,,Per Diem,1,3,90,90
Macomb,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0
Macomb,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0
Macomb,Environmental Modification,,S5165,,Service,0,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0
Macomb,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0
Macomb,Health Services,,S9445,,Encounter,0,0,0,0
Macomb,Health Services,,S9446,,Encounter,0,0,0,0
Macomb,Health Services,,S9470,,Encounter,0,0,0,0
Macomb,Prevention Services - Direct Model,,S9482,,15 minutes,2,78,2481,2481
Macomb,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,39,138,56709,56709
Macomb,Residential Room and Board,,S9976,,Day,0,0,0,0
Macomb,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0
Macomb,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0
Macomb,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0
Macomb,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0
Macomb,Assessment,,T1001,,Encounter,0,0,0,0
Macomb,Health Services,,T1002,,Up to 15 min,20,32,2549,2549
Macomb,Respite Care,,T1005,,15 Minutes,118,84096,410497,410497
Macomb,Respite Care,,T1005,TD,15 Minutes,0,0,0,0
Macomb,Respite Care,,T1005,TE,15 Minutes,0,0,0,0
Macomb,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,1,2200,5405,5405
Macomb,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Macomb,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Macomb,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Macomb,Family Psycho-Education - EBP,,T1015,,Encounter,1,1,222,222
Macomb,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,69,931,56377,56377
Macomb,Targeted Case Management,,T1017,,15 minutes,307,5706,373065,373065
Macomb,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,0
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0,0
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,0,0,0,0
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,0,0,0,0
Macomb,Assessments,,T1023,,Encounter,5,6,726,726
Macomb,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0,0
Macomb,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,0
Macomb,Transportation,,T2001,,Encounter,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0
Macomb,Transportation,,T2002,,Per Diem,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0
Macomb,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Macomb,Transportation,,T2004,,Encounter,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0
Macomb,Transportation,,T2005,,Encounter,0,0,0,0
Macomb,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0
Macomb,Prevention Services - Direct Model,,T2024,,,0,0,0,0
Macomb,Fiscal Intermediary Services,,T2025,,Month,8,67,8271,8271
Macomb,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0
Macomb,Crisis Intervention,,T2034,,Day,0,0,0,0
Macomb,Respite Care,,T2036,,Per session. One night = one session,9,45,3645,3645
Macomb,Respite Care,,T2037,,Per session. One day/partial day = one session,5,71,1822,1822
Macomb,Housing Assistance,,T2038,,Service,0,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0
Macomb,Goods and Services,,T5999,HK,Per Item,0,0,0,0
Macomb,Wraparound Services,,T5999,,Per Item,14,58,9955,9955
Macomb,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Macomb,Other,,,,,0,0,0,0
Macomb,Aggregate for 'J' Codes,,ALL,,,0,0,0,0
Manistee-Benzie (Centra Wellness),State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,1,131,43623,43623
Manistee-Benzie (Centra Wellness),State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0,0
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,7,88,63797,63797
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,3,37,24855,24855
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),ECT Anesthesia,370,,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0
Manistee-Benzie (Centra Wellness),ECT Recovery Room,710,,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Crisis Observation Care,762,,,Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
Manistee-Benzie (Centra Wellness),Outpatient Partial Hospitalization,912,,,Day,0,0,0,0
Manistee-Benzie (Centra Wellness),Outpatient Partial Hospitalization,913,,,Day,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0
Manistee-Benzie (Centra Wellness),Interactive Complexity - Add On Code,,90785,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90785,U5,,0,0,0,0
Manistee-Benzie (Centra Wellness),Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90791,,Encounter,4,4,3031,3031
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90792,,Encounter,35,35,32641,32641
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90832,,30 Minutes,28,40,2482,2482
Manistee-Benzie (Centra Wellness),Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90833,,30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90833,U5,30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90834,,45 Minutes,83,318,39152,39152
Manistee-Benzie (Centra Wellness),Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90836,,45 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90836,U5,45 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90837,,60 Minutes,101,540,109782,109782
Manistee-Benzie (Centra Wellness),Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90838,,60 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90838,U5,60 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,4,5,3661,3661
Manistee-Benzie (Centra Wellness),Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90846,,Encounter,40,117,88438,88438
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90847,,Encounter,35,140,27286,27286
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90849,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Group Therapy,,90853,,Encounter,13,50,9681,9681
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Pharmacological Management (SED Waiver),,90863,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,90887,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92507,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92508,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92521,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92522,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92523,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92524,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92526,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy,,92610,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Psychological Testing PSYCH/PHYS,,96101,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96101,U5,Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Psychological Testing by Technician,,96102,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96102,U5,Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Psychological Testing by Comp,,96103,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96105,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96110,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96111,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96118,U5,Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test by Tech,,96119,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96119,U5,Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96127,,,0,0,0,0
Manistee-Benzie (Centra Wellness),Medication Administration,,96372,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97001,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97002,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97003,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97004,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment or Health Services,,97802,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment or Health Services,,97803,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Health Services,,97804,,30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99201,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99202,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99203,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99204,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99205,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99211,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99212,,Encounter,3,3,715,715
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99212,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99213,,Encounter,48,207,62301,62301
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99213,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99214,,Encounter,37,103,27238,27238
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99214,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99215,,Encounter,3,3,1518,1518
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99215,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99324,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99324,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99325,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99325,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99326,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99326,U5,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99327,,Encounter,0,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,99327,U5,Encounter,0,0,0,0
