CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost
Macomb,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97150,,Encounter,0,0,0
Macomb,Physical Therapy,,97161,,Encounter,1,1,129
Macomb,Physical Therapy,,97162,,Encounter,1,1,129
Macomb,Physical Therapy,,97163,,Encounter,0,0,0
Macomb,Physical Therapy,,97164,,Encounter,0,0,0
Macomb,Occupational Therapy,,97165,,Encounter,14,14,2764
Macomb,Occupational Therapy,,97166,,Encounter,10,11,1959
Macomb,Occupational Therapy,,97167,,Encounter,1,1,119
Macomb,Occupational Therapy,,97168,,Encounter,2,2,73
Macomb,Occupational or Physical Therapy,,97530,,15 Minutes,24,2478,74466
Macomb,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97533,,15 Minutes,13,251,9175
Macomb,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0
Macomb,Occupational Therapy,,97755,,15 Minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0
Macomb,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0
Macomb,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0
Macomb,Assessment or Health Services,,97802,,15 Minutes,0,0,0
Macomb,Assessment or Health Services,,97803,,15 Minutes,0,0,0
Macomb,Health Services,,97804,,30 Minutes,0,0,0
Macomb,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0
Macomb,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0
Macomb,New Patient Evaluation and Management,,99201,,Encounter,1,1,90
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0
Macomb,New Patient Evaluation and Management,,99202,,Encounter,0,0,0
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0
Macomb,New Patient Evaluation and Management,,99203,,Encounter,0,0,0
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0
Macomb,New Patient Evaluation and Management,,99204,,Encounter,3,3,603
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0
Macomb,New Patient Evaluation and Management,,99205,,Encounter,0,0,0
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0
Macomb,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0
Macomb,Established Patient Evaluation and Management,,99212,,Encounter,49,63,3958
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0
Macomb,Established Patient Evaluation and Management,,99213,,Encounter,356,931,63437
Macomb,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0
Macomb,Established Patient Evaluation and Management,,99214,,Encounter,429,2015,285977
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0
Macomb,Established Patient Evaluation and Management,,99215,,Encounter,85,123,33366
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0
Macomb,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0
Macomb,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0
Macomb,Assessment,,99324,,Encounter,0,0,0
Macomb,Assessment,,99325,,Encounter,0,0,0
Macomb,Assessment,,99326,,Encounter,0,0,0
Macomb,Assessment,,99327,,Encounter,0,0,0
Macomb,Assessment,,99328,,Encounter,0,0,0
Macomb,Assessment,,99334,,Encounter,0,0,0
Macomb,Assessment,,99335,,Encounter,0,0,0
Macomb,Assessment,,99336,,Encounter,0,0,0
Macomb,Assessment,,99337,,Encounter,0,0,0
Macomb,Assessment,,99341,,Encounter,0,0,0
Macomb,Assessment,,99342,,Encounter,0,0,0
Macomb,Assessment,,99343,,Encounter,0,0,0
Macomb,Assessment,,99344,,Encounter,0,0,0
Macomb,Assessment,,99345,,Encounter,0,0,0
Macomb,Assessment,,99347,,Encounter,0,0,0
Macomb,Assessment,,99348,,Encounter,0,0,0
Macomb,Assessment,,99349,,Encounter,0,0,0
Macomb,Assessment,,99350,,Encounter,0,0,0
Macomb,Medication Administration,,99506,,Encounter,0,0,0
Macomb,Medication Management,,99605,,15 Minutes,0,0,0
Macomb,Transportation,,A0080,,Per mile,0,0,0
Macomb,Transportation,,A0090,,Per mile,0,0,0
Macomb,Transportation,,A0100,,Per one-way trip,0,0,0
Macomb,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0
Macomb,Transportation,,A0110,,Per one-way trip,0,0,0
Macomb,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0
Macomb,Transportation,,A0120,,Per one-way trip,0,0,0
Macomb,Transportation,,A0130,,Per one-way trip,0,0,0
Macomb,Transportation,,A0140,,Per one-way trip,0,0,0
Macomb,Transportation,,A0170,,,0,0,0
Macomb,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0
Macomb,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0
Macomb,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0
Macomb,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0
Macomb,Occupational Therapy,,G0515,,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0
Macomb,Assessment ,,H0002,,Encounter,0,0,0
Macomb,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0
Macomb,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0
Macomb,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0
Macomb,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0
Macomb,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0
Macomb,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0
Macomb,Crisis Residential Services,,H0018,,Day,62,569,213112
Macomb,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0
Macomb,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0
Macomb,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0
Macomb,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0
Macomb,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0
Macomb,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0
Macomb,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0
Macomb,Assessment ,,H0031,,Encounter,1218,2181,306331
Macomb,Assessment for Autism,,H0031,U5,Encounter,23,24,11778
Macomb,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0
Macomb,Treatment Planning,,H0032,,Encounter,816,1246,157439
Macomb,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,384,601,58021
Macomb,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0
Macomb,Health Services,,H0034,,15 Minutes,2,2,55
Macomb,Home Based Services,,H0036,,15 Minutes,232,27829,1339732
Macomb,Home Based Services,,H0036,ST,15 Minutes,0,0,0
Macomb,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0
Macomb,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0
Macomb,Peer Directed and Operated Support Services,,NA,,,0,0,0
Macomb,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0
Macomb,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0
Macomb,Community Living Supports in Independent living/own home,,H0043,,Per Diem,1,73,0
Macomb,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,1,73,8181
Macomb,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0
Macomb,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0
Macomb,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0
Macomb,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0
Macomb,Respite,,H0045,,Day,0,0,0
Macomb,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0
Macomb,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0
Macomb,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0
Macomb,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,1,7,1016
Macomb,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0
Macomb,Crisis Intervention,,H2011,,15 Minutes,54,632,52853
Macomb,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0
Macomb,Crisis Intervention,,H2011,TJ,15 Minutes,3,19,1587
Macomb,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0
Macomb,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0
Macomb,Community Living Supports (15 Minutes),,H2015,,15 Minutes,146,225808,1353473
Macomb,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,1,280,732
Macomb,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0
Macomb,Behavior Services,,H2019,,15 Minutes,22,616,49860
Macomb,Behavior Services,,H2019,TT,15 Minutes,13,852,14393
Macomb,Wraparound,,H2021,,15 Minutes,93,5612,455334
Macomb,Wraparound (SED Waiver),,H2022,,Day,58,1074,378197
Macomb,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0
Macomb,Supported Employment Services,,H2023,,15 minutes,0,0,0
Macomb,Mental Health Therapy,,H2027,,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0
Macomb,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0
Macomb,Home Based Services,,H2033,,15 Minutes,0,0,0
Macomb,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0
Macomb,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0
Macomb,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0
Macomb,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0
Macomb,Transportation,,S0209,,Per Mile,0,0,0
Macomb,Transportation,,S0215,,Per Mile,0,0,0
Macomb,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0
Macomb,Family Training - EBP,,S5110,,15 Minutes,0,0,0
Macomb,Family Training,,S5111,,Encounter,140,1005,173051
Macomb,Family Training,,S5111,HA,Encounter,0,0,0
Macomb,Family Training,,S5111,HM,Encounter,100,1484,309472
Macomb,Foster Care,,S5140,,Day,0,0,0
Macomb,Foster Care,,S5145,,Day,0,0,0
Macomb,Respite,,S5150,,15 Minutes,0,0,0
Macomb,Respite,,S5151,,Per Diem,0,0,0
Macomb,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0
Macomb,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0
Macomb,Environmental Modification ,,S5165,,Service,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0
Macomb,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0
Macomb,Health Services,,S9445,,Encounter,2,7,1841
Macomb,Health Services,,S9446,,Encounter,0,0,0
Macomb,Health Services,,S9470,,Encounter,0,0,0
Macomb,Prevention Services - Direct Model,,S9482,,15 minutes,3,203,8083
Macomb,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,1,1,475
Macomb,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,6,7,3323
Macomb,Residential Room and Board,,S9976,,Day,0,0,0
Macomb,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0
Macomb,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0
Macomb,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0
Macomb,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0
Macomb,Assessment,,T1001,,Encounter,1,1,45
Macomb,Health Services,,T1002,,Up to 15 min,18,58,5317
Macomb,Respite Care,,T1005,,15 Minutes,132,115878,625483
Macomb,Respite Care,,T1005,TD,15 Minutes,0,0,0
Macomb,Respite Care,,T1005,TE,15 Minutes,0,0,0
Macomb,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,8,4590,15967
Macomb,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0
Macomb,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0
Macomb,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0
Macomb,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0
Macomb,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,24,257,17356
Macomb,Targeted Case Management ,,T1017,,15 minutes,529,8613,652605
Macomb,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0
Macomb,Assessments,,T1023,,Encounter,0,0,0
Macomb,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0
Macomb,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0
Macomb,Transportation,,T2001,,Encounter,0,0,0
Macomb,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0
Macomb,Transportation,,T2002,,Per Diem,0,0,0
Macomb,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0
Macomb,Transportation,,T2003,,Encounter / Trip,0,0,0
Macomb,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0
Macomb,Transportation,,T2004,,Encounter,0,0,0
Macomb,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0
Macomb,Transportation,,T2005,,Encounter,0,0,0
Macomb,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0
Macomb,Out of Home Prevocational Service,,T2015,,Hour,0,0,0
Macomb,Prevention Services - Direct Model ,,T2024,,,0,0,0
Macomb,Fiscal Intermediary Services,,T2025,,Month,12,95,11439
Macomb,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0
Macomb,Respite Care,,T2036,,Per session. One night = one session,19,55,11418
Macomb,Respite Care,,T2037,,Per session. One day/partial day = one session,13,153,4044
Macomb,Housing Assistance,,T2038,,Service,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0
Macomb,Goods and Services ,,T5999,HK,Per Item,0,0,0
Macomb,Wraparound Services,,T5999,,Per Item,0,0,0
Macomb,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0
Macomb,Other,,,,,0,0,0
Macomb,Aggregate for 'J' Codes,,ALL,,,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,10,76,77256
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,1,9,7188
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0
Manistee-Benzie (Centra Wellness),"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,38825
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),ECT Anesthesia,0370,,,,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0
Manistee-Benzie (Centra Wellness),ECT Recovery Room,0710,,,,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Crisis Observation Care,0762,,,Hour,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0
Manistee-Benzie (Centra Wellness),Outpatient Partial Hospitalization,0912,,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Outpatient Partial Hospitalization,0913,,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0
Manistee-Benzie (Centra Wellness),ABA Behavior Identification Assessment,,0359T,U5,Encounter,2,3,1111
Manistee-Benzie (Centra Wellness),ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,1,2,267
Manistee-Benzie (Centra Wellness),ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,1,10,1230
Manistee-Benzie (Centra Wellness),ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,1,43,3069
Manistee-Benzie (Centra Wellness),ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,1,188,12144
Manistee-Benzie (Centra Wellness),ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,1,9,789
Manistee-Benzie (Centra Wellness),ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,1,13,1095
Manistee-Benzie (Centra Wellness),ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,1,1,162
Manistee-Benzie (Centra Wellness),ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen,,80305,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen,,80306,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Drug Screen,,80307,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90785,U5,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,"90791
",,Encounter,30,30,27991
Manistee-Benzie (Centra Wellness),Substance Use: Assessment,,90791,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90791,U5,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90792,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use: Assessment,,90792,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,90792,U5,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90832,,30 Minutes,52,77,9480
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90833,,30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90834,,45 Minutes,111,308,53814
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90836,,45 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Mental Health: Outpatient Care,,90837,,60 Minutes,150,840,173128
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,90838,,60 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,1,2,3429
Manistee-Benzie (Centra Wellness),Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,1,2,1176
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90846,,Encounter,5,13,4155
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90847,,Encounter,9,17,3278
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90849,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Family Therapy,,90849,HS,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Therapy-Group Therapy,,90853,,Encounter,7,39,10929
