CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost
Manistee-Benzie (Centra Wellness),Medication Management,,99605,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0080,,Per mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0090,,Per mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0100,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0110,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0120,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0130,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0140,,Per one-way trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,A0170,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Assessment,,H0002,,Encounter,9,15,1976.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Crisis Residential Services,,H0018,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Residential,1002,H0018,HF,Day,1,4,2090.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0023,,Encounter,51,0,201212.00
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,H0025,,Face to Face Contact,14,327,57025.00
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H0030,,Per Service,0,0,0.00
Manistee-Benzie (Centra Wellness),Assessment,,H0031,,Encounter,357,387,143864.00
Manistee-Benzie (Centra Wellness),Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0.00
Manistee-Benzie (Centra Wellness),Treatment Planning,,H0032,,Encounter,180,213,35744.00
Manistee-Benzie (Centra Wellness),Monitoring of Treatment - Clinician,,H0032,TS,Encounter,8,9,357.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Health Services,,H0034,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,,15 Minutes,14,1221,68562.00
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,,15 minutes,67,7692,335746.00
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,NA,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Assertive Community Treatment (ACT),,H0039,,15 Minutes,32,6412,417649.00
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,,Per diem,8,2268,344571.00
Manistee-Benzie (Centra Wellness),Respite,,H0045,,Day,1,12,1595.00
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,3,4,370.00
Manistee-Benzie (Centra Wellness),Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H2011,,15 Minutes,61,215,57745.00
Manistee-Benzie (Centra Wellness),"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,1,27,108.00
Manistee-Benzie (Centra Wellness),Community Living Supports (15 Minutes),,H2015,,15 Minutes,71,26490,307663.00
Manistee-Benzie (Centra Wellness),Community Living Supports (Daily),,H2016,,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Community Living Supports (Daily),,H2016,TF,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Community Living Supports (Daily),,H2016,TG,Per Diem,2,653,76136.00
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,,15 Minutes,27,1787,37005.00
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,TT,15 Minutes,33,4662,136328.00
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H2020,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Wraparound,,H2021,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Wraparound (SED Waiver),,H2022,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Wraparound (SED Waiver),,H2022,TT,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Supported Employment Services,,H2023,,15 minutes,20,843,41001.00
Manistee-Benzie (Centra Wellness),Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Home Based Services,,H2033,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,S0209,,Per Mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,S0215,,Per Mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Training,,S5111,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Training,,S5111,HA,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Training,,S5111,HM,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Foster Care,,S5140,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Foster Care,,S5145,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite,,S5150,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite,,S5151,,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Personal Emergency Response System (PERS),,S5161,,Month,0,0,0.00
Manistee-Benzie (Centra Wellness),Environmental Modification,,S5165,,Service,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Health Services,,S9445,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Health Services,,S9446,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Health Services,,S9470,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
Manistee-Benzie (Centra Wellness),Residential Room and Board,,S9976,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0.00
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0.00
Manistee-Benzie (Centra Wellness),Assessment,,T1001,,Encounter,34,55,10801.00
Manistee-Benzie (Centra Wellness),Health Services,,T1002,,Up to 15 min,24,27,3671.00
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,,15 Minutes,2,1216,4076.00
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,TD,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,TE,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Targeted Case Management,,T1017,,15 minutes,208,7342,679025.00
Manistee-Benzie (Centra Wellness),Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,2,467,8596.00
Manistee-Benzie (Centra Wellness),Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Assessments,,T1023,,Encounter,75,92,93299.00
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,T2001,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,T2002,,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,T2003,,Encounter / Trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,T2004,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Transportation,,T2005,,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0.00
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,T2024,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Fiscal Intermediary Services,,T2025,,Month,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Crisis Intervention,,T2034,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite Care,,T2036,,Per session. One night = one session,0,0,0.00
Manistee-Benzie (Centra Wellness),Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0.00
Manistee-Benzie (Centra Wellness),Housing Assistance,,T2038,,Service,0,0,0.00
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Goods and Services,,T5999,HK,Per Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Wraparound Services,,T5999,,Per Item,0,0,0.00
Manistee-Benzie (Centra Wellness),Pharmacy (Drugs and Other Biologicals),,,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Other,,,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Aggregate for 'J' Codes,,ALL,,,29,0,33212.00
Monroe,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,0,0,0.00
Monroe,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0.00
Monroe,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,20,174,124984.20
Monroe,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,142,876,675177.00
Monroe,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
Monroe,ECT Anesthesia,370,,,,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
Monroe,ECT Recovery Room,710,,,,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Monroe,Crisis Observation Care,762,,,Hour,0,0,0.00
Monroe,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Monroe,Outpatient Partial Hospitalization,912,,,Day,0,0,0.00
Monroe,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Monroe,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Monroe,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
Monroe,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Monroe,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Monroe,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
Monroe,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Monroe,Assessment,,90791,,Encounter,10,10,2162.90
Monroe,Assessment,,90792,,Encounter,194,195,50029.20
Monroe,Mental Health: Outpatient Care,,90832,,30 Minutes,142,384,46206.72
Monroe,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Monroe,Assessment,,90833,,30 Minutes,0,0,0.00
Monroe,Mental Health: Outpatient Care,,90834,,45 Minutes,168,933,164898.42
Monroe,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Monroe,Assessment,,90836,,45 Minutes,0,0,0.00
Monroe,Mental Health: Outpatient Care,,90837,,60 Minutes,84,509,115451.38
Monroe,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Monroe,Assessment,,90838,,60 Minutes,0,0,0.00
Monroe,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
Monroe,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
Monroe,Therapy-Family Therapy,,90846,,Encounter,3,6,1341.00
Monroe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
Monroe,Therapy-Family Therapy,,90847,,Encounter,5,11,2259.84
Monroe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
Monroe,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
Monroe,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
Monroe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
Monroe,Therapy-Group Therapy,,90853,,Encounter,55,572,153278.84
Monroe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
Monroe,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
Monroe,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
Monroe,Assessments-Other,,90887,,Encounter,1,1,150.74
Monroe,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
Monroe,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
Monroe,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,2,4,675.88
Monroe,Psychological Testing by Technician,,96102,,Per Hour,0,0,0.00
Monroe,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Monroe,Assessments-Other,,96105,,Encounter,0,0,0.00
Monroe,Assessments-Other,,96110,,Encounter,0,0,0.00
Monroe,Assessments-Other,,96111,,Encounter,1,1,150.74
Monroe,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
Monroe,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Monroe,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Monroe,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Monroe,Assessments-Other,,96127,,,0,0,0.00
Monroe,Medication Administration,,96372,,Encounter,73,830,465024.10
Monroe,Physical Therapy,,97001,,Encounter,0,0,0.00
Monroe,Physical Therapy,,97002,,Encounter,0,0,0.00
Monroe,Occupational Therapy,,97003,,Encounter,0,0,0.00
Monroe,Occupational Therapy,,97004,,Encounter,1,1,1005.25
Monroe,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Monroe,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Monroe,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Monroe,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Monroe,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Monroe,Assessment or Health Services,,97802,,15 Minutes,0,0,0.00
Monroe,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
Monroe,Health Services,,97804,,30 Minutes,0,0,0.00
Monroe,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Monroe,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Monroe,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
Monroe,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Monroe,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Monroe,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Monroe,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
Monroe,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Monroe,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
Monroe,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Monroe,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
Monroe,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Monroe,Established Patient Evaluation and Management,,99211,,Encounter,1,5,2298.55
Monroe,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Monroe,Established Patient Evaluation and Management,,99212,,Encounter,15,16,1079.84
Monroe,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Monroe,Established Patient Evaluation and Management,,99213,,Encounter,280,594,64502.46
Monroe,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Monroe,Established Patient Evaluation and Management,,99214,,Encounter,590,2237,362215.04
Monroe,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Monroe,Established Patient Evaluation and Management,,99215,,Encounter,89,144,31347.36
Monroe,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Monroe,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0.00
Monroe,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Monroe,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Monroe,Assessment,,99324,,Encounter,0,0,0.00
Monroe,Assessment,,99325,,Encounter,0,0,0.00
Monroe,Assessment,,99326,,Encounter,0,0,0.00
Monroe,Assessment,,99327,,Encounter,0,0,0.00
Monroe,Assessment,,99328,,Encounter,0,0,0.00
Monroe,Assessment,,99334,,Encounter,0,0,0.00
Monroe,Assessment,,99335,,Encounter,0,0,0.00
Monroe,Assessment,,99336,,Encounter,0,0,0.00
Monroe,Assessment,,99337,,Encounter,0,0,0.00
Monroe,Assessment,,99341,,Encounter,0,0,0.00
