"CMH Name","DD Group Num","DD Serv Num","FirstOfService Description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfDD-Cases","SumOfDD-Units","SumOfDD-Cost","SumOfOther Cost","FirstOfDD Totals","FirstOfDD Unique Consumers"
"North Country",321,321,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",322,322,"Respite",,,"S5151","Per Diem",2.00,10.00,574.39,574.39,30350208.34,1590.00
"North Country",323,323,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",324,324,"Personal Emergency Response System (PERS)",,,"S5161","Month",19.00,107.00,79962.38,79962.38,30350208.34,1590.00
"North Country",325,325,"Environmental Modification ",,,"S5165","Service",1.00,1.00,962.17,962.17,30350208.34,1590.00
"North Country",326,326,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",327,327,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",328,328,"Private Duty Nursing","0582",,"S9123","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",329,329,"Private Duty Nursing",,,"S9123","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",330,330,"Private Duty Nursing",,"TT","S9123","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",331,331,"Private Duty Nursing","0582",,"S9124","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",332,332,"Private Duty Nursing",,,"S9124","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",333,333,"Private Duty Nursing",,"TT","S9124","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",334,334,"Health Services",,,"S9445","Encounter",1.00,1.00,124.00,620.00,30350208.34,1590.00
"North Country",335,335,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",336,336,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",337,337,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,134917.57,30350208.34,1590.00
"North Country",338,338,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",339,339,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",340,340,"Residential Room and Board",,,"S9976","Day",3.00,10.00,688.55,111752.00,30350208.34,1590.00
"North Country",341,341,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",342,342,"Private Duty Nursing",,,"T1000","Up to 15 min",1.00,1235.00,13525.82,13525.82,30350208.34,1590.00
"North Country",343,343,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",344,344,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",345,345,"Assessment",,,"T1001","Encounter",19.00,19.00,4690.93,14154.85,30350208.34,1590.00
"North Country",346,346,"Health Services",,,"T1002","Up to 15 min",324.00,1878.00,177365.38,188369.92,30350208.34,1590.00
"North Country",347,347,"Respite Care",,,"T1005","15 Minutes",122.00,47948.00,131929.56,132206.97,30350208.34,1590.00
"North Country",348,348,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",349,349,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",350,350,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",4.00,158.00,228.09,228.09,30350208.34,1590.00
"North Country",351,351,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",352,352,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",353,353,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",354,354,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",355,355,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",1241.00,14256.00,1445660.12,1558498.86,30350208.34,1590.00
"North Country",356,356,"Targeted Case Management ",,,"T1017","15 minutes",241.00,2914.00,240359.73,1203194.83,30350208.34,1590.00
"North Country",357,357,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",4.00,48.00,6471.38,151942.74,30350208.34,1590.00
"North Country",358,358,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",379.00,63111.00,2808315.15,2925294.81,30350208.34,1590.00
"North Country",359,359,"Assessments",,,"T1023","Encounter",17.00,22.00,8573.20,195681.06,30350208.34,1590.00
"North Country",360,360,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",361,361,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",20.00,90.00,7220.39,7220.39,30350208.34,1590.00
"North Country",362,362,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",363,363,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",364,364,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",365,365,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",366,366,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",367,367,"Substance Use Disorder: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",368,368,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",369,369,"Substance Use Disorder: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",370,370,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",371,371,"Substance Use Disorder: Transportation",,"HF","T2005","Encounter",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",372,372,"Out of Home Prevocational Service",,,"T2015","Hour",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",373,373,"Targeted Case Management (Children's Waiver)",,,"T2023","Month",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",374,374,"Prevention Services - Direct Model ",,,"T2024",,0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",375,375,"Fiscal Intermediary Services",,,"T2025","Month",191.00,1074.00,147282.78,150029.13,30350208.34,1590.00
"North Country",376,376,"Enhanced Medical Equipment-Supplies",,,"T2028","Item",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",377,377,"Enhanced Medical Equipment-Supplies",,,"T2029","Item",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",378,378,"Respite Care",,,"T2036","Per session. One night = one session",36.00,245.00,29267.10,30089.33,30350208.34,1590.00
"North Country",379,379,"Respite Care",,,"T2037","Per session. One day/partial day = one session",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",380,380,"Housing Assistance",,,"T2038","Service",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",381,381,"Enhanced Medical Equipment-Supplies",,,"T2039","Item",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",382,382,"Goods and Services ",,"HK","T5999","Per Item",0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",383,383,"Wraparound Services",,,"T5999","Per Item",1.00,1.00,640.20,640.20,30350208.34,1590.00
"North Country",384,384,"Pharmacy (Drugs and Other Biologicals)",,,,,0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",385,385,"Other",,,,,0.00,0.00,0.00,0.00,30350208.34,1590.00
"North Country",386,386,"Aggregate for 'J' Codes",,,"ALL",,0.00,0.00,0.00,0.00,30350208.34,1590.00
"Northeast Michigan",3,3,"Local Psychiatric Hospital/IMD PT68 
bundled per diem","0100","PT68",,"Day",0.00,0.00,0.00,184646.25,16929327.18,377.00
"Northeast Michigan",4,4,"Local Psychiatric Hospital/IMD PT68
bundled per diem","0100","PT68",,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",5,5,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,9351.44,16929327.18,377.00
"Northeast Michigan",6,6,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",7,7,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",1.00,2.00,1710.89,879057.51,16929327.18,377.00
"Northeast Michigan",8,8,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",9,9,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",0.00,0.00,0.00,11055.95,16929327.18,377.00
"Northeast Michigan",10,10,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",1.00,5.00,4431.31,7279.25,16929327.18,377.00
"Northeast Michigan",12,12,"Local Psychiatric Hospital/IMD",,"PT68",,"Amount",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",13,13,"Local Psychiatric Hospital/Acute Community",,"PT73",,"Amount",0.00,0.00,1710.89,23043.86,16929327.18,377.00
"Northeast Michigan",16,16,"Inpatient Hospital Ancillary Services - Room and Board","0144",,,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",17,17,"Inpatient Hospital Ancillary Services - Leave of Absence","0183",,,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",18,18,"Inpatient Hospital Ancillary Services - Pharmacy","0250-0254, 0257-0258 ",,,,0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",19,19,"Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices","0270-0272",,,"# of items",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",20,20,"Inpatient Hospital Ancillary Services - Laboratory","0300-0302, 0305-0307",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",21,21,"Inpatient Hospital Ancillary Services - Radiology","0320",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",22,22,"ECT Anesthesia","0370",,,,0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",23,23,"Inpatient Hospital Ancillary Services - Respiratory Services","0410",,,"# of treatments",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",24,24,"Inpatient Hospital Ancillary Services -Physical Therapy","0420-0424",,,"# of treatments",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",25,25,"Inpatient Hospital Ancillary Services - Occupational Therapy","0430-0434",,,"# of treatments",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",26,26,"Inpatient Hospital Ancillary Services - Speech-Language Pathology","0440-0444",,,"# of treatments",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",27,27,"Inpatient Hospital Ancillary Services - Emergency Room","0450",,,"# of visits",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",28,28,"Inpatient Hospital Ancillary Services - Pulmonary Function","0460",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",29,29,"Inpatient Hospital Ancillary Services - Audiology","0470-0472",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",30,30,"Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT)","0610-0611",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",31,31,"Inpatient Hospital Ancillary Services - Pharmacy","0636",,,"# of units",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",32,32,"ECT Recovery Room","0710",,,,0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",33,33,"Inpatient Hospital Ancillary Services -EKG/ECG","0730-0731",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",34,34,"Inpatient Hospital Ancillary Services - EEG","0740",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",35,35,"Crisis Observation Care","0762",,,"Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",36,36,"Additional Codes-ECT Facility Charge","0901",,,"Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",37,37,"Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services","0900, 0902-0904, 0911, 0914-0919",,,"# of visits",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",38,38,"Outpatient Partial Hospitalization","0912",,,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",39,39,"Outpatient Partial Hospitalization","0913",,,"Day",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",40,40,"Inpatient Hospital Ancillary Services - Other Diagnosis Services","0925",,,"# of tests",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",41,41,"Inpatient Hospital Ancillary Services - Other Therapeutic Services","0940-0942",,,"# of visits",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",42,42,"Additional Codes-ECT Anesthesia",,,"00104","Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",43,43,"Additional Codes-ECT Anesthesia","0901",,"00104","Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",44,44,"ABA Behavior Identification Assessment",,"U5","0359T","Encounter",25.00,40.00,26168.14,40142.35,16929327.18,377.00
"Northeast Michigan",45,45,"ABA Behavioral Follow-up Assessment",,"U5","0362T","First 30 Minutes",3.00,6.00,631.58,631.58,16929327.18,377.00
"Northeast Michigan",46,46,"ABA Behavioral Follow-up Assessment",,"U5","0363T","Each Additional 30 Minutes",3.00,9.00,947.37,947.37,16929327.18,377.00
"Northeast Michigan",47,47,"ABA Adaptive Treatment",,"U5","0364T","First 30 Minutes",33.00,3827.00,167785.52,219899.44,16929327.18,377.00
"Northeast Michigan",48,48,"ABA Adaptive Treatment",,"U5","0365T","Each Additional 30 Minutes",33.00,16649.00,705713.10,1018701.11,16929327.18,377.00
"Northeast Michigan",49,49,"ABA Group Adaptive Behavior Treatment",,"U5","0366T","First 30 Minutes",11.00,34.00,876.57,876.57,16929327.18,377.00
"Northeast Michigan",50,50,"ABA Group Adaptive Behavior Treatment",,"U5","0367T","Each Additional 30 Minutes",11.00,145.00,3755.05,3755.05,16929327.18,377.00
"Northeast Michigan",51,51,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment",,"U5","0368T","First 30 Minutes",34.00,583.00,46478.93,61763.38,16929327.18,377.00
"Northeast Michigan",52,52,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment",,"U5","0369T","Each Additional 30 Minutes",33.00,808.00,56037.01,91129.98,16929327.18,377.00
"Northeast Michigan",53,53,"ABA Family Behavior Treatment Guidance",,"U5","0370T","Encounter",25.00,84.00,11483.29,20666.16,16929327.18,377.00
"Northeast Michigan",54,54,"ABA Family Behavior Treatment Guidance",,"U5","0371T","Encounter",1.00,1.00,115.25,115.25,16929327.18,377.00
"Northeast Michigan",55,55,"ABA Adaptive Behavior Treatment Social Skills Group",,"U5","0372T","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",56,56,"ABA Exposure Adaptive Behavior Treatment",,"U5","0373T","First 60 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",57,57,"ABA Exposure Adaptive Behavior Treatment",,"U5","0374T","Each Additional 30 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",58,58,"Drug Screen",,,"80305","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",59,59,"Drug Screen",,,"80306","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",60,60,"Drug Screen",,,"80307","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",61,61,"Interactive Complexity - Add On Code",,,"90785","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",62,62,"Assessment for Autism",,"U5","90785","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",63,63,"Substance Abuse - Interactive Complexity - Add On Code",,"HF","90785","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",64,64,"Assessment",,,"90791
","Encounter",0.00,0.00,0.00,505.33,16929327.18,377.00
"Northeast Michigan",65,65,"Substance Use: Assessment",,"HF","90791","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",66,66,"Assessment for Autism",,"U5","90791","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",67,67,"Assessment",,,"90792","Encounter",17.00,17.00,13977.82,247416.93,16929327.18,377.00
"Northeast Michigan",68,68,"Substance Use: Assessment",,"HF","90792","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",69,69,"Assessment for Autism",,"U5","90792","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",70,70,"Mental Health: Outpatient Care",,,"90832","30 Minutes",5.00,14.00,1563.32,21860.93,16929327.18,377.00
"Northeast Michigan",71,71,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90832","30 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",72,72,"Assessment",,,"90833","30 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",73,73,"Mental Health: Outpatient Care",,,"90834","45 Minutes",14.00,60.00,5155.03,197640.75,16929327.18,377.00
"Northeast Michigan",74,74,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90834","45 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",75,75,"Assessment",,,"90836","45 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",76,76,"Mental Health: Outpatient Care",,,"90837","60 Minutes",5.00,13.00,1807.12,176888.87,16929327.18,377.00
"Northeast Michigan",77,77,"Substance Use Disorder: Outpatient Care",,"HF","90837","60 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",78,78,"Assessment",,,"90838","60 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",79,79,"Psychotherapy for Crisis First 60 Minutes",,,"90839","First 30-74 Min.",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",80,80,"Psychotherapy for Crisis Each Additional 30 Minutes",,,"90840","Each Additional 30 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",81,81,"Therapy-Family Therapy",,,"90846","Encounter",1.00,1.00,18.37,2140.46,16929327.18,377.00
"Northeast Michigan",82,82,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90846","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",83,83,"Therapy-Family Therapy",,,"90847","Encounter",1.00,2.00,36.73,10425.98,16929327.18,377.00
"Northeast Michigan",84,84,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90847","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",85,85,"Therapy-Family Therapy",,,"90849","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",86,86,"Therapy-Family Therapy",,"HS","90849","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",87,87,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90849","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",88,88,"Therapy-Group Therapy",,,"90853","Encounter",1.00,1.00,68.87,9974.91,16929327.18,377.00
"Northeast Michigan",89,89,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90853","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",91,91,"Additional Codes-ECT Physician",,,"90870","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",92,92,"Additional Codes-ECT Physician","0901",,"90870","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",93,93,"Assessments-Other",,,"90887","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",94,94,"Speech & Language Therapy ",,,"92507","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",95,95,"Speech & Language Therapy ",,,"92508","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",96,96,"Speech & Language Therapy ",,,"92521","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",97,97,"Speech & Language Therapy ",,,"92522","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",98,98,"Speech & Language Therapy ",,,"92523","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",99,99,"Speech & Language Therapy ",,,"92524","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",100,100,"Speech & Language Therapy ",,,"92526","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",101,101,"Speech & Language Therapy ",,,"92607","First Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",102,102,"Speech & Language Therapy ",,,"92608","Each Additional  30 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",103,103,"Speech & Language Therapy ",,,"92609","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",104,104,"Speech & Language Therapy ",,,"92610","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",105,105,"Evaluation of Auditory Rehabilitation Status (Children's Waiver)",,,"92626","First Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",106,106,"Evaluation of Auditory Rehabilitation Status (Children's Waiver)",,,"92627","Each Additional 15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",107,107,"Auditory Rehabilitation Preling Hearing Loss (Children's Waiver)",,,"92630","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",108,108,"Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver)",,,"92633","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",109,109,"Psychological Testing PSYCH/PHYS ",,,"96101","Per Hour",24.00,69.00,23318.92,27374.39,16929327.18,377.00
"Northeast Michigan",110,110,"Assessment for Autism",,"U5","96101","Hour",1.00,2.00,924.12,924.12,16929327.18,377.00
"Northeast Michigan",111,111,"Psychological Testing by Technician ",,,"96102","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",112,112,"Assessment for Autism",,"U5","96102","Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",113,113,"Psychological Testing by Comp ",,,"96103","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",114,114,"Assessments-Other",,,"96105","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",115,115,"Assessments-Other",,,"96110","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",116,116,"Assessments-Other",,,"96111","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",117,117,"Neurobehavioral Status Exam",,,"96116","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",118,118,"Neuropsych test by Psych/Phys ",,,"96118","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",119,119,"Assessment for Autism",,"U5","96118","Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",120,120,"Neuropsych test by Tech ",,,"96119","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",121,121,"Assessment for Autism",,"U5","96119","Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",122,122,"Neuropsych test Admin w/Comp ",,,"96120","Per Hour",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",123,123,"Assessments-Other",,,"96127",,0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",124,124,"Medication Administration",,,"96372","Encounter",1.00,8.00,429.40,20454.16,16929327.18,377.00
"Northeast Michigan",125,125,"Occupational or Physical Therapy",,,"97110","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",126,126,"Occupational or Physical Therapy",,,"97112","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",127,127,"Occupational or Physical Therapy",,,"97113","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",128,128,"Occupational or Physical Therapy",,,"97116","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",129,129,"Occupational or Physical Therapy",,,"97124","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",130,130,"Occupational or Physical Therapy",,,"97140","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",131,131,"Occupational or Physical Therapy",,,"97150","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",132,132,"Physical Therapy",,,"97161","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",133,133,"Physical Therapy",,,"97162","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",134,134,"Physical Therapy",,,"97163","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",135,135,"Physical Therapy",,,"97164","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",136,136,"Occupational Therapy",,,"97165","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",137,137,"Occupational Therapy",,,"97166","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",138,138,"Occupational Therapy",,,"97167","Encounter",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",139,139,"Occupational Therapy",,,"97168","Encounter",7.00,7.00,2780.13,2780.13,16929327.18,377.00
"Northeast Michigan",140,140,"Occupational or Physical Therapy",,,"97530","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
"Northeast Michigan",141,141,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,,"97532","15 Minutes",0.00,0.00,0.00,0.00,16929327.18,377.00
