"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"Network180",89,89,12544575.03,"Speech & Language Therapy ",,,"92526","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",90,90,12544575.03,"Speech & Language Therapy ",,,"92607","First Hour",0.00,0.00,0.00,0.00,3613.00
"Network180",91,91,12544575.03,"Speech & Language Therapy ",,,"92608","Each Additional  30 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",92,92,12544575.03,"Speech & Language Therapy ",,,"92609","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",93,93,12544575.03,"Speech & Language Therapy ",,,"92610","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",98,98,12544575.03,"Psychological Testing PSYCH/PHYS ",,,"96101","Per Hour",0.00,0.00,0.00,25947.15,3613.00
"Network180",99,99,12544575.03,"Assessment for Autism",,"U5","96101","Hour",0.00,0.00,0.00,51891.98,3613.00
"Network180",100,100,12544575.03,"Psychological Testing by Technician ",,,"96102","Per Hour",0.00,0.00,0.00,5004.01,3613.00
"Network180",101,101,12544575.03,"Assessment for Autism",,"U5","96102","Hour",0.00,0.00,0.00,0.00,3613.00
"Network180",102,102,12544575.03,"Psychological Testing by Comp ",,,"96103","Per Hour",0.00,0.00,0.00,0.00,3613.00
"Network180",103,103,12544575.03,"Assessments-Other",,,"96105","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",104,104,12544575.03,"Assessments-Other",,,"96110","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",105,105,12544575.03,"Assessments-Other",,,"96111","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",106,106,12544575.03,"Neurobehavioral Status Exam",,,"96116","Per Hour",0.00,0.00,0.00,0.00,3613.00
"Network180",107,107,12544575.03,"Neuropsych test by Psych/Phys ",,,"96118","Per Hour",3.00,16.00,2303.35,2303.35,3613.00
"Network180",108,108,12544575.03,"Assessment for Autism",,"U5","96118","Hour",11.00,70.00,10077.16,86033.61,3613.00
"Network180",109,109,12544575.03,"Neuropsych test by Tech ",,,"96119","Per Hour",2.00,8.00,558.03,558.03,3613.00
"Network180",110,110,12544575.03,"Assessment for Autism",,"U5","96119","Hour",0.00,0.00,0.00,895.96,3613.00
"Network180",111,111,12544575.03,"Neuropsych test Admin w/Comp ",,,"96120","Per Hour",0.00,0.00,0.00,0.00,3613.00
"Network180",112,112,12544575.03,"Assessments-Other",,,"96127",,0.00,0.00,0.00,0.00,3613.00
"Network180",113,113,12544575.03,"Medication Administration",,,"96372","Encounter",0.00,0.00,0.00,67073.73,3613.00
"Network180",114,114,12544575.03,"Physical Therapy",,,"97001","Encounter",0.00,0.00,0.00,11.51,3613.00
"Network180",115,115,12544575.03,"Physical Therapy",,,"97002","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",116,116,12544575.03,"Occupational Therapy",,,"97003","Encounter",1.00,1.00,319.07,4165.93,3613.00
"Network180",117,117,12544575.03,"Occupational Therapy",,,"97004","Encounter",0.00,0.00,0.00,963.66,3613.00
"Network180",118,118,12544575.03,"Occupational or Physical Therapy",,,"97110","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",119,119,12544575.03,"Occupational or Physical Therapy",,,"97112","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",120,120,12544575.03,"Occupational or Physical Therapy",,,"97113","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",121,121,12544575.03,"Occupational or Physical Therapy",,,"97116","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",122,122,12544575.03,"Occupational or Physical Therapy",,,"97124","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",123,123,12544575.03,"Occupational or Physical Therapy",,,"97140","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",124,124,12544575.03,"Occupational or Physical Therapy",,,"97150","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",125,125,12544575.03,"Occupational or Physical Therapy",,,"97530","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",126,126,12544575.03,"Occupational or Physical Therapy",,,"97532","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",127,127,12544575.03,"Occupational or Physical Therapy",,,"97533","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",128,128,12544575.03,"Occupational or Physical Therapy",,,"97535","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",129,129,12544575.03,"Occupational or Physical Therapy",,,"97537","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",130,130,12544575.03,"Occupational or Physical Therapy",,,"97542","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",131,131,12544575.03,"Occupational or Physical Therapy",,,"97750","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",132,132,12544575.03,"Occupational Therapy",,,"97755","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",133,133,12544575.03,"Occupational or Physical Therapy",,,"97760","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",135,135,12544575.03,"C/O for Orthotic/Prosth Use  or Physical Therapy",,,"97762","15 minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",136,136,12544575.03,"Assessment or Health Services",,,"97802","15 Minutes",0.00,0.00,0.00,589.93,3613.00
"Network180",137,137,12544575.03,"Assessment or Health Services",,,"97803","15 Minutes",0.00,0.00,0.00,1870.39,3613.00
"Network180",138,138,12544575.03,"Health Services",,,"97804","30 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",139,139,12544575.03,"Substance Abuse: Acupuncture",,,"97810","Encounter",0.00,0.00,0.00,532.04,3613.00
"Network180",140,140,12544575.03,"Substance Abuse: Acupuncture",,,"97811","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",141,141,12544575.03,"New Patient Evaluation and Management",,,"99201","Encounter",0.00,0.00,0.00,511.85,3613.00
"Network180",142,142,12544575.03,"Assessment for Autism",,"U5","99201","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",143,143,12544575.03,"Substance Abuse: New Patient Evaluation and Management",,"HF","99201","Encounter",0.00,0.00,0.00,259.74,3613.00
"Network180",144,144,12544575.03,"New Patient Evaluation and Management",,,"99202","Encounter",1.00,1.00,128.59,1511.66,3613.00
"Network180",145,145,12544575.03,"Assessment for Autism",,"U5","99202","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",146,146,12544575.03,"Substance Abuse: New Patient Evaluation and Management",,"HF","99202","Encounter",0.00,0.00,0.00,28589.82,3613.00
"Network180",147,147,12544575.03,"New Patient Evaluation and Management",,,"99203","Encounter",0.00,0.00,0.00,4158.83,3613.00
"Network180",148,148,12544575.03,"Assessment for Autism",,"U5","99203","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",149,149,12544575.03,"Substance Abuse: New Patient Evaluation and Management",,"HF","99203","Encounter",0.00,0.00,0.00,5382.72,3613.00
"Network180",150,150,12544575.03,"New Patient Evaluation and Management",,,"99204","Encounter",0.00,0.00,0.00,1508.19,3613.00
"Network180",151,151,12544575.03,"Assessment for Autism",,"U5","99204","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",152,152,12544575.03,"Substance Abuse: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,623.38,3613.00
"Network180",153,153,12544575.03,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,955.57,3613.00
"Network180",154,154,12544575.03,"Assessment for Autism",,"U5","99205","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",155,155,12544575.03,"Substance Abuse: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",156,156,12544575.03,"Established Patient Evaluation and Management",,,"99211","Encounter",18.00,21.00,1467.46,33796.82,3613.00
"Network180",157,157,12544575.03,"Assessment for Autism",,"U5","99211","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",158,158,12544575.03,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,56.12,3613.00
"Network180",159,159,12544575.03,"Established Patient Evaluation and Management",,,"99212","Encounter",49.00,61.00,4119.70,491142.27,3613.00
"Network180",160,160,12544575.03,"Assessment for Autism",,"U5","99212","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",161,161,12544575.03,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,134854.70,3613.00
"Network180",162,162,12544575.03,"Established Patient Evaluation and Management",,,"99213","Encounter",465.00,1012.00,109585.34,741122.81,3613.00
"Network180",163,163,12544575.03,"Assessment for Autism",,"U5","99213","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",164,164,12544575.03,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,13956.95,3613.00
"Network180",165,165,12544575.03,"Established Patient Evaluation and Management",,,"99214","Encounter",255.00,588.00,87913.20,852490.03,3613.00
"Network180",166,166,12544575.03,"Assessment for Autism",,"U5","99214","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",167,167,12544575.03,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,2119.78,3613.00
"Network180",168,168,12544575.03,"Established Patient Evaluation and Management",,,"99215","Encounter",37.00,38.00,8033.77,118566.59,3613.00
"Network180",169,169,12544575.03,"Assessment for Autism",,"U5","99215","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",170,170,12544575.03,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",171,171,12544575.03,"Additional Codes-Physician Services",,,"99221","30 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",172,172,12544575.03,"Additional Codes-Physician Services",,,"99222","50 Minutes",0.00,0.00,0.00,143.45,3613.00
"Network180",173,173,12544575.03,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,911.94,3613.00
"Network180",174,174,12544575.03,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",175,175,12544575.03,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",176,176,12544575.03,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",177,177,12544575.03,"Additional Codes-Physician Services",,,"99231","15 Minutes",0.00,0.00,0.00,1163.49,3613.00
"Network180",178,178,12544575.03,"Additional Codes-Physician Services",,,"99232","25 minutes",0.00,0.00,0.00,4494.38,3613.00
"Network180",179,179,12544575.03,"Additional Codes-Physician Services",,,"99233","35 Minutes",0.00,0.00,0.00,514.61,3613.00
"Network180",180,180,12544575.03,"Physician Consultations",,,"99241","15 Minutes",0.00,0.00,0.00,410.96,3613.00
"Network180",181,181,12544575.03,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",182,182,12544575.03,"Physician Consultations",,,"99242","30 Minutes",0.00,0.00,0.00,108.96,3613.00
"Network180",183,183,12544575.03,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",184,184,12544575.03,"Physician Consultations",,,"99243","40 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",185,185,12544575.03,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",186,186,12544575.03,"Physician Consultations",,,"99244","60 Minutes",0.00,0.00,0.00,186.80,3613.00
"Network180",187,187,12544575.03,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",188,188,12544575.03,"Physician Consultations",,,"99245","80 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",189,189,12544575.03,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",190,190,12544575.03,"Physician Consultations",,,"99251","20 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",191,191,12544575.03,"Physician Consultations",,,"99252","40 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",192,192,12544575.03,"Physician Consultations",,,"99253","55 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",193,193,12544575.03,"Physician Consultations",,,"99254","80 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",194,194,12544575.03,"Physician Consultations",,,"99255","110 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",195,195,12544575.03,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",196,196,12544575.03,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",197,197,12544575.03,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",198,198,12544575.03,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",199,199,12544575.03,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",200,200,12544575.03,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",201,201,12544575.03,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",202,202,12544575.03,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",203,203,12544575.03,"Assessment for Autism",,"U5","99324","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",204,204,12544575.03,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",205,205,12544575.03,"Assessment for Autism",,"U5","99325","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",206,206,12544575.03,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",207,207,12544575.03,"Assessment for Autism",,"U5","99326","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",208,208,12544575.03,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,283.10,3613.00
"Network180",209,209,12544575.03,"Assessment for Autism",,"U5","99327","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",210,210,12544575.03,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",211,211,12544575.03,"Assessment for Autism",,"U5","99328","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",212,212,12544575.03,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,3278.23,3613.00
"Network180",213,213,12544575.03,"Assessment for Autism",,"U5","99334","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",214,214,12544575.03,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,3520.84,3613.00
"Network180",215,215,12544575.03,"Assessment for Autism",,"U5","99335","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",216,216,12544575.03,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,1689.21,3613.00
"Network180",217,217,12544575.03,"Assessment for Autism",,"U5","99336","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",218,218,12544575.03,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",219,219,12544575.03,"Assessment for Autism",,"U5","99337","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",220,220,12544575.03,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",221,221,12544575.03,"Assessment for Autism",,"U5","99341","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",222,222,12544575.03,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",223,223,12544575.03,"Assessment for Autism",,"U5","99342","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",224,224,12544575.03,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",225,225,12544575.03,"Assessment for Autism",,"U5","99343","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",226,226,12544575.03,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",227,227,12544575.03,"Assessment for Autism",,"U5","99344","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",228,228,12544575.03,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",229,229,12544575.03,"Assessment for Autism",,"U5","99345","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",230,230,12544575.03,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",231,231,12544575.03,"Assessment for Autism",,"U5","99347","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",232,232,12544575.03,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",233,233,12544575.03,"Assessment for Autism",,"U5","99348","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",234,234,12544575.03,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",235,235,12544575.03,"Assessment for Autism",,"U5","99349","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",236,236,12544575.03,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",237,237,12544575.03,"Assessment for Autism",,"U5","99350","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",238,238,12544575.03,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",239,239,12544575.03,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",240,240,12544575.03,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,3613.00
"Network180",241,241,12544575.03,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,3613.00
"Network180",242,242,12544575.03,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",243,243,12544575.03,"Substance Abuse: Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",244,244,12544575.03,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",245,245,12544575.03,"Substance Abuse: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",246,246,12544575.03,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",247,247,12544575.03,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",248,248,12544575.03,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,3613.00
"Network180",249,249,12544575.03,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,3613.00
"Network180",250,250,12544575.03,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,9560.96,3613.00
"Network180",251,251,12544575.03,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,10896.30,3613.00
"Network180",252,252,12544575.03,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,3613.00
"Network180",254,254,12544575.03,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,10923.78,3613.00
"Network180",255,255,12544575.03,"Substance Abuse: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",256,256,12544575.03,"Substance Abuse: Individual Assessment",,,"H0001","Encounter",34.00,36.00,4115.96,314099.18,3613.00
"Network180",257,257,12544575.03,"Assessment ",,,"H0002","Encounter",1813.00,2049.00,326634.19,1023790.90,3613.00
"Network180",258,258,12544575.03,"Substance Abuse: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",259,259,12544575.03,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",2.00,36.00,1037.20,1080369.24,3613.00
"Network180",260,260,12544575.03,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,909.07,3613.00
"Network180",261,261,12544575.03,"Substance Abuse: Case Management",,,"H0006","Encounter",1.00,41.00,1072.64,250538.78,3613.00
"Network180",262,262,12544575.03,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0010","Day",1.00,4.00,1239.83,470427.95,3613.00
"Network180",263,263,12544575.03,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,3613.00
"Network180",264,264,12544575.03,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,3613.00
"Network180",265,265,12544575.03,"Substance Abuse: Outpatient Care","0906",,"H0015","Day",21.00,318.00,32255.74,567294.52,3613.00
"Network180",266,266,12544575.03,"Crisis Residential Services",,,"H0018","Day",25.00,82.00,27695.68,1748329.47,3613.00
"Network180",267,267,12544575.03,"Substance Abuse: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,255014.34,3613.00
"Network180",268,268,12544575.03,"Substance Abuse: Residential","1002","HF","H0019","Day",17.00,849.00,121571.34,640860.59,3613.00
"Network180",269,269,12544575.03,"Substance Abuse: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,2047905.25,3613.00
"Network180",270,270,12544575.03,"Substance Abuse: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",271,271,12544575.03,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",272,272,12544575.03,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",273,273,12544575.03,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,3613.00
"Network180",274,274,12544575.03,"Assessment ",,,"H0031","Encounter",156.00,164.00,25597.03,176226.72,3613.00
"Network180",275,275,12544575.03,"Assessment for Autism",,"U5","H0031","Encounter",0.00,0.00,0.00,79506.65,3613.00
"Network180",276,276,12544575.03,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,279325.69,3613.00
"Network180",277,277,12544575.03,"Treatment Planning",,,"H0032","Encounter",12.00,13.00,2255.03,228754.51,3613.00
"Network180",278,278,12544575.03,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",0.00,0.00,0.00,34018.18,3613.00
"Network180",279,279,12544575.03,"Substance Abuse: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,1449.75,3613.00
"Network180",280,280,12544575.03,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",281,281,12544575.03,"Home Based Services",,,"H0036","15 Minutes",795.00,57929.00,2675193.13,2675193.13,3613.00
"Network180",282,282,12544575.03,"Home Based Services",,"ST","H0036","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",283,283,12544575.03,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",6.00,276.00,11153.05,719273.63,3613.00
"Network180",284,284,12544575.03,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",285,285,12544575.03,"Substance Abuse: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,398967.08,3613.00
"Network180",286,286,12544575.03,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,0.00,3613.00
"Network180",287,287,12544575.03,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,2989433.90,3613.00
"Network180",288,288,12544575.03,"Community Living Supports in Independent living/own home",,,"H0043","Per diem",0.00,0.00,0.00,4374167.99,3613.00
"Network180",289,289,12544575.03,"Respite",,,"H0045","Day",62.00,252.00,92582.43,614968.33,3613.00
"Network180",290,290,12544575.03,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,3613.00
"Network180",291,291,12544575.03,"Substance Abuse: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,40685.01,3613.00
"Network180",292,292,12544575.03,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",3.00,33.00,1395.61,411831.02,3613.00
"Network180",293,293,12544575.03,"Behavior Treatment Plan Review",,,"H2000","Encounter",0.00,0.00,0.00,228.70,3613.00
"Network180",294,294,12544575.03,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",0.00,0.00,0.00,142.22,3613.00
"Network180",295,295,12544575.03,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",296,296,12544575.03,"Crisis Intervention",,,"H2011","15 Minutes",0.00,0.00,0.00,605694.50,3613.00
"Network180",297,297,12544575.03,"Substance Abuse: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",298,298,12544575.03,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",0.00,0.00,0.00,3259401.32,3613.00
"Network180",299,299,12544575.03,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,21551.11,3613.00
"Network180",300,300,12544575.03,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",362.00,46131.00,340439.09,8369101.69,3613.00
"Network180",301,301,12544575.03,"Community Living Supports (Daily)",,,"H2016","Per Diem",27.00,384.00,126128.50,34170799.97,3613.00
"Network180",302,302,12544575.03,"Behavior Services",,,"H2019","15 Minutes",43.00,1762.00,48057.37,1113955.54,3613.00
"Network180",303,303,12544575.03,"Behavior Services",,"TT","H2019","15 Minutes",39.00,1495.00,16881.59,16881.59,3613.00
"Network180",304,304,12544575.03,"Applied Behavioral Intervention (ABI).",,"U5","H2019","15 Minutes",3.00,281.00,4743.90,2624829.35,3613.00
"Network180",305,305,12544575.03,"Early Intensive Behavioral Intervention (EIBI)",,"U5, TG","H2019","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",306,306,12544575.03,"Wraparound",,,"H2021","15 Minutes",255.00,12627.00,892844.68,892844.68,3613.00
"Network180",307,307,12544575.03,"Wraparound (SED Waiver)",,,"H2022","Day",60.00,999.00,364341.79,364341.79,3613.00
"Network180",308,308,12544575.03,"Wraparound (SED Waiver)",,"TT","H2022","Day",8.00,145.00,39393.42,39393.42,3613.00
"Network180",309,309,12544575.03,"Supported Employment Services",,,"H2023","15 minutes",2.00,79.00,8024.27,517312.18,3613.00
"Network180",310,310,12544575.03,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",311,311,12544575.03,"Substance Abuse Services: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,3613.00
"Network180",312,312,12544575.03,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,645645.53,3613.00
"Network180",313,313,12544575.03,"Home Based Services",,,"H2033","15 Minutes",42.00,4537.00,318444.62,318444.62,3613.00
