CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
Monroe,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,1670.2,445
Monroe,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,445
Monroe,Physical Therapy,,97161,,Encounter,0,0,0,0,445
Monroe,Physical Therapy,,97162,,Encounter,0,0,0,0,445
Monroe,Physical Therapy,,97163,,Encounter,0,0,0,0,445
Monroe,Physical Therapy,,97164,,Encounter,0,0,0,0,445
Monroe,Occupational Therapy,,97165,,Encounter,0,0,0,12526.5,445
Monroe,Occupational Therapy,,97166,,Encounter,0,0,0,3757.95,445
Monroe,Occupational Therapy,,97167,,Encounter,0,0,0,417.55,445
Monroe,Occupational Therapy,,97168,,Encounter,0,0,0,417.55,445
Monroe,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,27975.85,445
Monroe,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,24635.45,445
Monroe,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,14614.25,445
Monroe,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,445
Monroe,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,445
Monroe,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,445
Monroe,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,445
Monroe,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,445
Monroe,Health Services,,97804,,30 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,445
Monroe,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,445
Monroe,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,445
Monroe,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,445
Monroe,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,445
Monroe,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,445
Monroe,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,19763.17,445
Monroe,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,445
Monroe,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0,6316.78,445
Monroe,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,445
Monroe,Established Patient Evaluation and Management,,99213,,Encounter,65,113,8117.92,54167.36,445
Monroe,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,445
Monroe,Established Patient Evaluation and Management,,99214,,Encounter,123,322,51210.88,512267.84,445
Monroe,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,445
Monroe,Established Patient Evaluation and Management,,99215,,Encounter,58,107,23204.02,65058,445
Monroe,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0,445
Monroe,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,445
Monroe,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,445
Monroe,Assessment,,99324,,Encounter,0,0,0,0,445
Monroe,Assessment,,99325,,Encounter,0,0,0,0,445
Monroe,Assessment,,99326,,Encounter,0,0,0,0,445
Monroe,Assessment,,99327,,Encounter,0,0,0,0,445
Monroe,Assessment,,99328,,Encounter,0,0,0,0,445
Monroe,Assessment,,99334,,Encounter,0,0,0,0,445
Monroe,Assessment,,99335,,Encounter,0,0,0,0,445
Monroe,Assessment,,99336,,Encounter,0,0,0,0,445
Monroe,Assessment,,99337,,Encounter,0,0,0,0,445
Monroe,Assessment,,99341,,Encounter,0,0,0,0,445
Monroe,Assessment,,99342,,Encounter,0,0,0,0,445
Monroe,Assessment,,99343,,Encounter,0,0,0,0,445
Monroe,Assessment,,99344,,Encounter,0,0,0,0,445
Monroe,Assessment,,99345,,Encounter,0,0,0,0,445
Monroe,Assessment,,99347,,Encounter,0,0,0,0,445
Monroe,Assessment,,99348,,Encounter,0,0,0,0,445
Monroe,Assessment,,99349,,Encounter,0,0,0,0,445
Monroe,Assessment,,99350,,Encounter,0,0,0,0,445
Monroe,Medication Administration,,99506,,Encounter,0,0,0,0,445
Monroe,Medication Management,,99605,,15 Minutes,0,0,0,0,445
Monroe,Transportation,,A0080,,Per mile,0,0,0,0,445
Monroe,Transportation,,A0090,,Per mile,0,0,0,0,445
Monroe,Transportation,,A0100,,Per one-way trip,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,445
Monroe,Transportation,,A0110,,Per one-way trip,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,445
Monroe,Transportation,,A0120,,Per one-way trip,0,0,0,0,445
Monroe,Transportation,,A0130,,Per one-way trip,0,0,0,0,445
Monroe,Transportation,,A0140,,Per one-way trip,0,0,0,0,445
Monroe,Transportation,,A0170,,,0,0,0,0,445
Monroe,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,445
Monroe,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,445
Monroe,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,445
Monroe,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,445
Monroe,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,445
Monroe,Assessment ,,H0002,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,445
Monroe,Crisis Residential Services,,H0018,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,445
Monroe,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,69483.04,445
Monroe,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,445
Monroe,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,445
Monroe,Assessment ,,H0031,,Encounter,313,604,59343,230003.25,445
Monroe,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0,445
Monroe,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,18,18,1457.82,19842.55,445
Monroe,Treatment Planning,,H0032,,Encounter,2,2,2658.64,120968.12,445
Monroe,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,6584.1,445
Monroe,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,445
Monroe,Health Services,,H0034,,15 Minutes,0,0,0,0,445
Monroe,Home Based Services,,H0036,,15 Minutes,48,6005,315442.65,392609.22,445
Monroe,Home Based Services,,H0036,ST,15 Minutes,1,2,103.8,103.8,445
Monroe,Peer Directed and Operated Support Services,,H0038,,15 minutes,2,3,57.72,114689.64,445
Monroe,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,445
Monroe,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,445
Monroe,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,648981.43,445
Monroe,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,3094132.27,445
Monroe,Respite,,H0045,,Day,0,0,0,77979.28,445
Monroe,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,445
Monroe,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,750.42,445
Monroe,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,427.05,445
Monroe,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,445
Monroe,Crisis Intervention,,H2011,,15 Minutes,33,83,10100.27,105018.47,445
Monroe,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,445
Monroe,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0,1804722.88,445
Monroe,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,20254.14,445
Monroe,Community Living Supports (15 Minutes),,H2015,,15 Minutes,10,244,790.56,8973296.64,445
Monroe,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0,2809252.22,445
Monroe,Behavior Services,,H2019,,15 Minutes,0,0,0,8261.5,445
Monroe,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,445
Monroe,Wraparound,,H2021,,15 Minutes,37,2889,186687.18,220289.58,445
Monroe,Wraparound (SED Waiver),,H2022,,Day,0,0,0,0,445
Monroe,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,445
Monroe,Supported Employment Services,,H2023,,15 minutes,0,0,0,531936.3,445
Monroe,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,445
Monroe,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,397471.78,445
Monroe,Home Based Services,,H2033,,15 Minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,445
Monroe,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,445
Monroe,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0,445
Monroe,Transportation,,S0209,,Per Mile,0,0,0,0,445
Monroe,Transportation,,S0215,,Per Mile,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,445
Monroe,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,445
Monroe,Family Training,,S5111,,Encounter,66,413,42228.12,233766.3,445
Monroe,Family Training,,S5111,HA,Encounter,1,6,591.12,2068.92,445
Monroe,Family Training,,S5111,HM,Encounter,0,0,0,0,445
Monroe,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,445
Monroe,Foster Care,,S5140,,Day,0,0,0,0,445
Monroe,Foster Care,,S5145,,Day,0,0,0,0,445
Monroe,Respite,,S5150,,15 Minutes,0,0,0,0,445
Monroe,Respite,,S5151,,Per Diem,0,0,0,0,445
Monroe,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,1223.75,445
Monroe,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,124534.5,445
Monroe,Environmental Modification ,,S5165,,Service,0,0,0,0,445
Monroe,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,445
Monroe,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,445
Monroe,Health Services,,S9445,,Encounter,0,0,0,1598.58,445
Monroe,Health Services,,S9446,,Encounter,0,0,0,0,445
Monroe,Health Services,,S9470,,Encounter,0,0,0,0,445
Monroe,Prevention Services - Direct Model,,S9482,,15 minutes,4,294,4368.84,44758.32,445
Monroe,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,445
Monroe,Residential Room and Board,,S9976,,Day,0,0,0,0,445
Monroe,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,445
Monroe,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,445
Monroe,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,445
Monroe,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,445
Monroe,Assessment,,T1001,,Encounter,0,0,0,0,445
Monroe,Health Services,,T1002,,Up to 15 min,0,0,0,3938.48,445
Monroe,Respite Care,,T1005,,15 Minutes,21,9166,34922.46,534093.42,445
Monroe,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,445
Monroe,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,445
Monroe,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0,445
Monroe,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,445
Monroe,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,445
Monroe,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,1,36,2351.52,291523.16,445
Monroe,Targeted Case Management ,,T1017,,15 minutes,233,3710,237477.1,1809242.65,445
Monroe,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,920.16,445
Monroe,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0,2825395.02,445
Monroe,Assessments,,T1023,,Encounter,53,91,19593.21,121004.22,445
Monroe,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,445
Monroe,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,1579.76,445
Monroe,Transportation,,T2001,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,445
Monroe,Transportation,,T2002,,Per Diem,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,445
Monroe,Transportation,,T2003,,Encounter / Trip,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,445
Monroe,Transportation,,T2004,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,445
Monroe,Transportation,,T2005,,Encounter,0,0,0,0,445
Monroe,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,445
Monroe,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,445
Monroe,Fiscal Intermediary Services,,T2025,,Month,10,91,9925.37,192835.76,445
Monroe,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,445
Monroe,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,4320.42,445
Monroe,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,445
Monroe,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,445
Monroe,Housing Assistance,,T2038,,Service,0,0,0,0,445
Monroe,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,445
Monroe,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,445
Monroe,Wraparound Services,,T5999,,Per Item,0,0,0,0,445
Monroe,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,445
Monroe,Other,,,,,0,0,0,0,445
Monroe,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,445
Montcalm,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,17,156,136224,309686,526
Montcalm,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,3,18,3680.56,6438.2,526
Montcalm,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,3,21,25088,63272,526
Montcalm,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,2,16,511.3,18187.71,526
Montcalm,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,247969.25,526
Montcalm,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,9613.28,526
Montcalm,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,9,57,45600,525217.7,526
Montcalm,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,2,19,3469.73,15095.23,526
Montcalm,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,526
Montcalm,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,526
Montcalm,ECT Anesthesia,370,,,,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,526
Montcalm,ECT Recovery Room,710,,,,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,526
Montcalm,Crisis Observation Care,762,,,Hour,0,0,0,0,526
Montcalm,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,14200.85,526
Montcalm,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,526
Montcalm,Outpatient Partial Hospitalization,912,,,Day,0,0,0,877.4,526
Montcalm,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,526
Montcalm,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,526
Montcalm,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,526
Montcalm,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,526
Montcalm,ABA Behavior Identification Assessment,,0359T,U5,Encounter,0,0,0,3147.1,526
Montcalm,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,0,526
Montcalm,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,0,526
Montcalm,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,0,0,0,31891.12,526
Montcalm,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,0,0,0,169912.86,526
Montcalm,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,526
Montcalm,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,526
Montcalm,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,0,0,0,13369.4,526
Montcalm,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,0,0,0,29014.3,526
Montcalm,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,0,0,0,6921.75,526
Montcalm,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,526
Montcalm,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,526
Montcalm,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,0,526
Montcalm,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,0,526
Montcalm,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,526
Montcalm,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,526
Montcalm,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,526
Montcalm,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,526
Montcalm,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,526
Montcalm,Drug Screen,,80305,,Encounter,0,0,0,0,526
Montcalm,Drug Screen,,80306,,Encounter,0,0,0,0,526
Montcalm,Drug Screen,,80307,,Encounter,0,0,0,0,526
Montcalm,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,526
Montcalm,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,526
Montcalm,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,1,8,246.8,246.8,526
Montcalm,Assessment,,"90791
",,Encounter,29,29,1134.2,126609.4,526
Montcalm,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,526
Montcalm,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,526
Montcalm,Assessment,,90792,,Encounter,43,43,50411.48,57445.64,526
Montcalm,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,526
Montcalm,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,526
Montcalm,Mental Health: Outpatient Care,,90832,,30 Minutes,61,72,5774.4,24942.2,526
Montcalm,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,526
Montcalm,Assessment,,90833,,30 Minutes,0,0,0,0,526
Montcalm,Mental Health: Outpatient Care,,90834,,45 Minutes,116,345,45743.55,140280.22,526
Montcalm,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,526
Montcalm,Assessment,,90836,,45 Minutes,0,0,0,0,526
Montcalm,Mental Health: Outpatient Care,,90837,,60 Minutes,432,424,69892.16,303140.76,526
Montcalm,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,526
Montcalm,Assessment,,90838,,60 Minutes,0,0,0,0,526
Montcalm,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,526
Montcalm,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,526
Montcalm,Therapy-Family Therapy,,90846,,Encounter,1,3,566.55,566.55,526
Montcalm,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,526
Montcalm,Therapy-Family Therapy,,90847,,Encounter,3,15,2622.72,2622.72,526
