CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Livingston,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Livingston,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0,0
Livingston,ECT Recovery Room,0710,,,,0,0,0,0
Livingston,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Livingston,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0,0
Livingston,Crisis Observation Care,0762,,,Hour,0,0,0,0
Livingston,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0,24670
Livingston,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
Livingston,Outpatient Partial Hospitalization,0912,,,Day,0,0,0,3419
Livingston,Outpatient Partial Hospitalization,0913,,,Day,0,0,0,0
Livingston,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0,0
Livingston,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Livingston,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0,0
Livingston,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0,0
Livingston,ABA Behavior Identification Assessment,,0359T,U5,Encounter,82,120,54709,59724
Livingston,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,0
Livingston,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,0
Livingston,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,101,12002,321774,339844
Livingston,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,101,81431,2170136,2285850
Livingston,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,2,68,568,568
Livingston,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0
Livingston,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,100,3399,200269,208989
Livingston,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,100,8296,499585,526383
Livingston,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,93,604,72728,77785
Livingston,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,6,14,1036,1036
Livingston,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,1,2,106,106
Livingston,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,0
Livingston,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,0
Livingston,Drug Screen,,80305,,Encounter,0,0,0,0
Livingston,Drug Screen,,80306,,Encounter,0,0,0,0
Livingston,Drug Screen,,80307,,Encounter,0,0,0,0
Livingston,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0
Livingston,Assessment for Autism,,90785,U5,Encounter,0,0,0,0
Livingston,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0
Livingston,Assessment,,"90791
",,Encounter,0,0,0,467
Livingston,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0
Livingston,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Livingston,Assessment,,90792,,Encounter,26,28,15960,136232
Livingston,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0
Livingston,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Livingston,Mental Health: Outpatient Care,,90832,,30 Minutes,31,58,7912,91401
Livingston,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Livingston,Assessment,,90833,,30 Minutes,0,0,0,0
Livingston,Mental Health: Outpatient Care,,90834,,45 Minutes,51,232,49110,314556
Livingston,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Livingston,Assessment,,90836,,45 Minutes,0,0,0,0
Livingston,Mental Health: Outpatient Care,,90837,,60 Minutes,62,510,142219,977125
Livingston,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Livingston,Assessment,,90838,,60 Minutes,0,0,0,0
Livingston,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0
Livingston,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
Livingston,Therapy-Family Therapy,,90846,,Encounter,1,4,969,34167
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Livingston,Therapy-Family Therapy,,90847,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,7,36,8290,149912
Livingston,Therapy-Family Therapy,,90849,,Encounter,1,9,3700,18088
Livingston,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Livingston,Therapy-Group Therapy,,90853,,Encounter,10,105,45826,194216
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
Livingston,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0
Livingston,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0,0
Livingston,Assessments-Other,,90887,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92507,,Encounter,76,1767,141890,141890
Livingston,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92522,,Encounter,1,1,84,84
Livingston,Speech & Language Therapy ,,92523,,Encounter,45,46,4025,4025
Livingston,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0
Livingston,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0
Livingston,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0
Livingston,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0
Livingston,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0
Livingston,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0
Livingston,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0
Livingston,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0
Livingston,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,33,50,14974,15873
Livingston,Assessment for Autism,,96101,U5,Hour,0,0,0,0
Livingston,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0
Livingston,Assessment for Autism,,96102,U5,Hour,0,0,0,0
Livingston,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0
Livingston,Assessments-Other,,96105,,Encounter,0,0,0,0
Livingston,Assessments-Other,,96110,,Encounter,0,0,0,0
Livingston,Assessments-Other,,96111,,Encounter,0,0,0,0
Livingston,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0
Livingston,Neuropsych test by Psych/Phys ,,96118,,Per Hour,2,2,685,685
Livingston,Assessment for Autism,,96118,U5,Hour,0,0,0,0
Livingston,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0
Livingston,Assessment for Autism,,96119,U5,Hour,0,0,0,0
Livingston,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0
Livingston,Assessments-Other,,96127,,,0,0,0,0
Livingston,Medication Administration,,96372,,Encounter,10,68,9836,158525
Livingston,Occupational or Physical Therapy,,97110,,15 Minutes,2,14,451,451
Livingston,Occupational or Physical Therapy,,97112,,15 Minutes,16,267,8368,8368
Livingston,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97124,,15 Minutes,3,138,4152,4152
Livingston,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Livingston,Physical Therapy,,97161,,Encounter,0,0,0,0
Livingston,Physical Therapy,,97162,,Encounter,0,0,0,0
Livingston,Physical Therapy,,97163,,Encounter,0,0,0,0
Livingston,Physical Therapy,,97164,,Encounter,0,0,0,0
Livingston,Occupational Therapy,,97165,,Encounter,18,18,915,966
Livingston,Occupational Therapy,,97166,,Encounter,25,25,2909,3026
Livingston,Occupational Therapy,,97167,,Encounter,15,15,2028,2028
Livingston,Occupational Therapy,,97168,,Encounter,26,26,2511,2511
Livingston,Occupational or Physical Therapy,,97530,,15 Minutes,44,3803,118311,120925
Livingston,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97533,,15 Minutes,1,2,64,64
Livingston,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Livingston,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Livingston,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0
Livingston,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0,0
Livingston,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0,0
Livingston,Assessment or Health Services,,97802,,15 Minutes,23,76,5249,5664
Livingston,Assessment or Health Services,,97803,,15 Minutes,5,22,1507,1507
Livingston,Health Services,,97804,,30 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0
Livingston,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Livingston,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Livingston,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Livingston,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Livingston,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Livingston,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,1302
Livingston,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Livingston,Established Patient Evaluation and Management,,99212,,Encounter,18,27,3727,15738
Livingston,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Livingston,Established Patient Evaluation and Management,,99213,,Encounter,103,247,50578,269477
Livingston,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Livingston,Established Patient Evaluation and Management,,99214,,Encounter,116,393,107454,625858
Livingston,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Livingston,Established Patient Evaluation and Management,,99215,,Encounter,45,181,52472,203800
Livingston,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Livingston,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0,0
Livingston,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Livingston,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Livingston,Assessment,,99324,,Encounter,0,0,0,0
Livingston,Assessment,,99325,,Encounter,0,0,0,0
Livingston,Assessment,,99326,,Encounter,0,0,0,0
Livingston,Assessment,,99327,,Encounter,0,0,0,0
Livingston,Assessment,,99328,,Encounter,0,0,0,0
Livingston,Assessment,,99334,,Encounter,0,0,0,0
Livingston,Assessment,,99335,,Encounter,0,0,0,0
Livingston,Assessment,,99336,,Encounter,0,0,0,0
Livingston,Assessment,,99337,,Encounter,0,0,0,0
Livingston,Assessment,,99341,,Encounter,0,0,0,0
Livingston,Assessment,,99342,,Encounter,0,0,0,0
Livingston,Assessment,,99343,,Encounter,0,0,0,0
Livingston,Assessment,,99344,,Encounter,0,0,0,0
Livingston,Assessment,,99345,,Encounter,0,0,0,0
Livingston,Assessment,,99347,,Encounter,0,0,0,0
Livingston,Assessment,,99348,,Encounter,0,0,0,0
Livingston,Assessment,,99349,,Encounter,0,0,0,0
Livingston,Assessment,,99350,,Encounter,0,0,0,0
Livingston,Medication Administration,,99506,,Encounter,0,0,0,0
Livingston,Medication Management,,99605,,15 Minutes,0,0,0,0
Livingston,Transportation,,A0080,,Per mile,0,0,0,0
Livingston,Transportation,,A0090,,Per mile,0,0,0,0
Livingston,Transportation,,A0100,,Per one-way trip,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0
Livingston,Transportation,,A0110,,Per one-way trip,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Livingston,Transportation,,A0120,,Per one-way trip,0,0,0,0
Livingston,Transportation,,A0130,,Per one-way trip,0,0,0,0
Livingston,Transportation,,A0140,,Per one-way trip,0,0,0,0
Livingston,Transportation,,A0170,,,0,0,0,0
Livingston,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Livingston,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Livingston,Enhanced Medical Equipment-Supplies,,E1399,,Item,7,23,14817,14817
Livingston,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0
Livingston,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0
Livingston,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Livingston,Occupational Therapy,,G0515,,15 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0
Livingston,Assessment ,,H0002,,Encounter,32,37,8253,97919
Livingston,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
Livingston,Substance Use Disorder: Sub-Acute Detoxification,1002+E249,H0012,,Day,0,0,0,0
Livingston,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0,0
Livingston,Crisis Residential Services,,H0018,,Day,1,17,7694,10410
Livingston,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0
Livingston,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0
Livingston,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0
Livingston,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,73212
Livingston,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0
Livingston,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0
Livingston,Assessment ,,H0031,,Encounter,130,162,69482,232464
Livingston,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0
Livingston,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,63,64,34700,37411
Livingston,Treatment Planning,,H0032,,Encounter,70,110,28338,29626
Livingston,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,162,820,183008,183900
Livingston,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Livingston,Health Services,,H0034,,15 Minutes,0,0,0,0
Livingston,Home Based Services,,H0036,,15 Minutes,18,1923,132186,1306013
Livingston,Home Based Services,,H0036,ST,15 Minutes,1,4,275,8681
Livingston,Peer Directed and Operated Support Services,,H0038,,15 minutes,3,84,3869,166231
Livingston,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,1,96,4422,27682
Livingston,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Livingston,Peer Directed and Operated Support Services,,NA,,,0,0,0,0
Livingston,Assertive Community Treatment (ACT),,H0039,,15 Minutes,3,321,33875,889512
Livingston,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0,0
Livingston,Community Living Supports in Independent living/own home,,H0043,,Per Diem,128,30907,5384927,5892981
Livingston,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0,0
Livingston,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0,0
Livingston,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0,0
Livingston,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0,0
Livingston,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0,0
Livingston,Respite,,H0045,,Day,22,323,56444,69900
Livingston,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Livingston,Behavior Treatment Plan Review,,H2000,,Encounter,23,72,4620,4684
Livingston,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0
Livingston,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Livingston,Crisis Intervention,,H2011,,15 Minutes,15,40,3152,64301
Livingston,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Livingston,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0,0
Livingston,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,165,255304,837397,843734
Livingston,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,6,12720,41722,41722
Livingston,Community Living Supports (15 Minutes),,H2015,,15 Minutes,129,421947,1683569,1692123
Livingston,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,0,0,0,0
Livingston,Community Living Supports (Daily),,H2016,,Per Diem,59,18303,3392278,4148095
Livingston,Behavior Services,,H2019,,15 Minutes,0,0,0,0
Livingston,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0
Livingston,Wraparound,,H2021,,15 Minutes,7,517,35751,295685
Livingston,Supported Employment Services,,H2023,,15 minutes,32,24080,90782,90782
Livingston,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Livingston,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,8,11547,64432,473469
Livingston,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Livingston,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Livingston,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Livingston,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0
Livingston,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0
Livingston,Transportation,,S0209,,Per Mile,0,0,0,0
Livingston,Transportation,,S0215,,Per Mile,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0
Livingston,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Livingston,Family Training,,S5111,,Encounter,17,119,35655,87149
Livingston,Family Training,,S5111,HA,Encounter,0,0,0,0
Livingston,Family Training,,S5111,HM,Encounter,0,0,0,0
Livingston,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,2,2,343,343
Livingston,Foster Care,,S5140,,Day,0,0,0,0
Livingston,Foster Care,,S5145,,Day,0,0,0,0
Livingston,Respite,,S5150,,15 Minutes,0,0,0,0
Livingston,Respite,,S5151,,Per Diem,0,0,0,0
Livingston,Personal Emergency Response System (PERS),,S5160,,Encounter,4,4,4900,4900
Livingston,Personal Emergency Response System (PERS),,S5161,,Month,27,248,538081,635716
Livingston,Environmental Modification ,,S5165,,Service,0,0,0,0
Livingston,Enhanced Medical Equipment-Supplies,,S5199,,Item,1,11,488,488
Livingston,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0
Livingston,Private Duty Nursing,0582,S9123,,Hour,0,0,0,0
Livingston,Private Duty Nursing,,S9123,,Hour,0,0,0,0
Livingston,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0
Livingston,Private Duty Nursing,0582,S9124,,Hour,0,0,0,0
Livingston,Private Duty Nursing,,S9124,,Hour,0,0,0,0
Livingston,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0
Livingston,Health Services,,S9445,,Encounter,0,0,0,0
Livingston,Health Services,,S9446,,Encounter,0,0,0,0
Livingston,Health Services,,S9470,,Encounter,0,0,0,0
Livingston,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,3997
Livingston,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0
Livingston,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,0,0,0,0
Livingston,Residential Room and Board,,S9976,,Day,0,0,0,0
Livingston,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0
Livingston,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0
Livingston,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0
Livingston,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0
Livingston,Assessment,,T1001,,Encounter,2,2,1454,1454
Livingston,Health Services,,T1002,,Up to 15 min,9,98,6829,12403
Livingston,Respite Care,,T1005,,15 Minutes,160,118474,502330,538620
Livingston,Respite Care,,T1005,TD,15 Minutes,0,0,0,0
Livingston,Respite Care,,T1005,TE,15 Minutes,0,0,0,0
Livingston,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,2,2577,10926,10926
Livingston,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Livingston,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0
Livingston,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,586,11257,788440,799857
Livingston,Targeted Case Management ,,T1017,,15 minutes,17,681,48256,802483
Livingston,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,4,35,2514,12356
Livingston,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,57,17889,806973,949475
Livingston,Assessments,,T1023,,Encounter,3,4,1106,14105
Livingston,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0
Livingston,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,33,289,11832,12569
Livingston,Transportation,,T2001,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0
Livingston,Transportation,,T2002,,Per Diem,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0
Livingston,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Livingston,Transportation,,T2004,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0
Livingston,Transportation,,T2005,,Encounter,0,0,0,0
Livingston,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0
Livingston,Out of Home Prevocational Service,,T2015,,Hour,2,843,25998,25998
Livingston,Targeted Case Management (Children's Waiver),,T2023,,Month,9,92,22834,22834
Livingston,Prevention Services - Direct Model ,,T2024,,,0,0,0,0
Livingston,Fiscal Intermediary Services,,T2025,,Month,98,954,104654,104654
Livingston,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Livingston,Enhanced Medical Equipment-Supplies,,T2029,,Item,49,186,20449,20449
Livingston,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0
Livingston,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0
