CMH Name,MIC Group Num,MIC Serv Num,FirstOfMIC Totals,FirstOfService description,FirstOfRevenue Code,FirstOfModifier,FirstOfHCPCS Code,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
Livingston,305,305,3050113.72,Community Living Supports in Independent living/own home,,TG/TT,H0043,Encounter,0,0,0,2975352.96,467
Livingston,306,306,3050113.72,Respite,,,H0045,15 Minutes,4,73,7647.48,41589.72,467
Livingston,307,307,3050113.72,Peer Directed and Operated Support Services,,,H0046,Encounter,0,0,0,0,467
Livingston,308,308,3050113.72,Substance Use Disorder: Laboratory,,,H0048,Encounter,0,0,0,0,467
Livingston,309,309,3050113.72,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0050,15 minutes,0,0,0,0,467
Livingston,310,310,3050113.72,Behavior Treatment Plan Review,,,H2000,15 Minutes,1,4,292.32,8038.8,467
Livingston,311,311,3050113.72,Behavior Treatment Plan Review - Monitoring Activities,,TS,H2000,15 Minutes,0,0,0,0,467
Livingston,312,312,3050113.72,Comprehensive Medication Services - EBP only,,,H2010,15 Minutes,0,0,0,0,467
Livingston,313,313,3050113.72,Crisis Intervention,,,H2011,15 Minutes,21,72,4433.76,24755.16,467
Livingston,314,314,3050113.72,Crisis Intervention,,HB,H2011,15 Minutes,0,0,0,0,467
Livingston,315,315,3050113.72,Crisis Intervention,,HC,H2011,15 minutes,0,0,0,0,467
Livingston,316,316,3050113.72,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,HF,H2011,15 Minutes,0,0,0,0,467
Livingston,317,317,3050113.72,Crisis Intervention,,TJ,H2011,15 Minutes,0,0,0,0,467
Livingston,318,318,3050113.72,Skill-Building and Out of Home Non Vocational Habilitation,,,H2014,15 Minutes,0,0,0,905220,467
Livingston,319,319,3050113.72,Out of Home Non Vocational Habilitation,,HK,H2014,Per Diem,0,0,0,32254.08,467
Livingston,320,320,3050113.72,Community Living Supports (15 Minutes),,,H2015,15 Minutes,1,469,1866.62,2957048.46,467
Livingston,321,321,3050113.72,Community Living Supports (15 Minutes),,TT,H2015,15 Minutes,0,0,0,0,467
Livingston,322,322,3050113.72,Community Living Supports (Daily),,,H2016,15 Minutes,0,0,0,4786877.68,467
Livingston,323,323,3050113.72,Behavior Services,,,H2019,Day,0,0,0,0,467
Livingston,324,324,3050113.72,Behavior Services,,TT,H2019,Day,0,0,0,0,467
Livingston,325,325,3050113.72,Wraparound,,,H2021,15 minutes,69,3242,348352.9,393696.8,467
Livingston,326,326,3050113.72,Wraparound (SED Waiver),,,H2022,15 Minutes,8,57,24067.11,27444.95,467
Livingston,327,327,3050113.72,Wraparound (SED Waiver),,TT,H2022,15 Minutes,0,0,0,0,467
Livingston,328,328,3050113.72,Supported Employment Services,,,H2023,15 Minutes,0,0,0,85577.06,467
Livingston,329,329,3050113.72,Mental Health Therapy,,,H2027,15 Minutes,0,0,0,0,467
Livingston,330,330,3050113.72,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",HF,H2027,Day,0,0,0,0,467
Livingston,331,331,3050113.72,Clubhouse Psychosocial Rehabilitation Programs,,,H2030,Hour,0,0,0,472894.62,467
Livingston,332,332,3050113.72,Home Based Services,,,H2033,Per Diem,0,0,0,0,467
Livingston,333,333,3050113.72,Substance Use Disorder: Recovery Housing,,,H2034,15 Minutes,0,0,0,0,467
Livingston,334,334,3050113.72,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2035,Per Service,0,0,0,0,467
Livingston,335,335,3050113.72,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2036,Per Mile,0,0,0,0,467
Livingston,337,337,3050113.72,Telemedicine Facility Fee,,GT,Q3014,Per Mile,0,0,0,0,467
Livingston,338,338,3050113.72,Transportation,,,S0209,15 Minutes,0,0,0,0,467
Livingston,339,339,3050113.72,Transportation,,,S0215,Encounter,0,0,0,0,467
Livingston,340,340,3050113.72,Substance Use Disorder: Transportation,,HF,S0215,Encounter,0,0,0,0,467
Livingston,341,341,3050113.72,Family Training - EBP,,,S5110,Encounter,0,0,0,0,467
Livingston,342,342,3050113.72,Family Training,,,S5111,Encounter,26,265,86652.9,110903.57,467
Livingston,343,343,3050113.72,Family Training,,HA,S5111,Day,0,0,0,0,467
Livingston,344,344,3050113.72,Family Training,,HM,S5111,Day,0,0,0,0,467
Livingston,346,346,3050113.72,Foster Care,,,S5140,Per Diem,0,0,0,0,467
Livingston,347,347,3050113.72,Foster Care,,,S5145,Encounter,0,0,0,0,467
Livingston,348,348,3050113.72,Respite,,,S5150,Month,0,0,0,0,467
Livingston,349,349,3050113.72,Respite,,,S5151,Service,0,0,0,0,467
Livingston,350,350,3050113.72,Personal Emergency Response System (PERS),,,S5160,Item,0,0,0,10271.2,467
Livingston,351,351,3050113.72,Personal Emergency Response System (PERS),,,S5161,Encounter,0,0,0,621227.75,467
Livingston,352,352,3050113.72,Environmental Modification,,,S5165,Hour,0,0,0,0,467
Livingston,353,353,3050113.72,Enhanced Medical Equipment-Supplies,,,S5199,Hour,0,0,0,676.2,467
Livingston,354,354,3050113.72,Occupational or Physical Therapy,,,S8990,Hour,0,0,0,0,467
Livingston,361,361,3050113.72,Health Services,,,S9445,15 minutes,0,0,0,0,467
Livingston,362,362,3050113.72,Health Services,,,S9446,Hour,0,0,0,0,467
Livingston,363,363,3050113.72,Health Services,,,S9470,Hour,0,0,0,0,467
Livingston,364,364,3050113.72,Prevention Services - Direct Model,,,S9482,Day,0,0,0,369.85,467
Livingston,365,365,3050113.72,Intensive Crisis Stabilization-Enrolled Program,,,S9484,Day,0,0,0,0,467
Livingston,366,366,3050113.72,Intensive Crisis Stabilization-Enrolled Program,,TJ,S9484,Up to 15 min,0,0,0,0,467
Livingston,367,367,3050113.72,Residential Room and Board,,,S9976,Up to 15 min,0,0,0,0,467
Livingston,368,368,3050113.72,Substance Use Disorder: Residential Room and Board,,HF,S9976,Up to 15 min,0,0,0,0,467
Livingston,369,369,3050113.72,Private Duty Nursing,,,T1000,Encounter,0,0,0,0,467
Livingston,370,370,3050113.72,Private Duty Nursing,,TD,T1000,Up to 15 min,0,0,0,0,467
Livingston,371,371,3050113.72,Private Duty Nursing,,TE,T1000,15 Minutes,0,0,0,0,467
Livingston,372,372,3050113.72,Assessment,,,T1001,15 Minutes,1,1,497.44,2984.64,467
Livingston,373,373,3050113.72,Health Services,,,T1002,15 Minutes,1,192.45,0,11094,467
Livingston,374,374,3050113.72,Respite Care,,,T1005,15 minutes,36,8277,37660.35,515210.15,467
Livingston,375,375,3050113.72,Respite Care,,TD,T1005,Encounter,0,0,0,0,467
Livingston,376,376,3050113.72,Respite Care,,TE,T1005,Encounter,0,0,0,0,467
Livingston,377,377,3050113.72,Respite Care (Children's Waiver & SED Waiver),,TT,T1005,Encounter,0,0,0,3057.6,467
Livingston,378,378,3050113.72,Substance Use Disorder: Treatment Planning,,HF,T1007,Encounter,0,0,0,0,467
Livingston,379,379,3050113.72,Substance Use Disorder: Child Sitting Services,,,T1009,15 minutes,0,0,0,0,467
Livingston,380,380,3050113.72,Substance Use Disorder: Recovery Support Services,,,T1012,15 minutes,0,0,0,0,467
Livingston,381,381,3050113.72,Family Psycho-Education - EBP,,,T1015,15 minutes,0,0,0,0,467
Livingston,382,382,3050113.72,Supports Coordination/Wrap Facilitation,,,T1016,Day,18,137,10302.4,939698.2,467
Livingston,383,383,3050113.72,Targeted Case Management,,,T1017,Encounter,33,365,27860.45,851722.62,467
Livingston,384,384,3050113.72,Nursing Home Mental Health Monitoring,,SE,T1017,15 Minutes,0,0,0,4260.67,467
Livingston,385,385,3050113.72,Personal Care in Licensed Specialized Residential Setting,,,T1020,Item,0,0,0,1063917.47,467
Livingston,386,386,3050113.72,Assessments,,,T1023,Encounter,7,7,1360.24,9327.36,467
Livingston,387,387,3050113.72,Prevention Services - Direct Model,,,T1027,Encounter,0,0,0,0,467
Livingston,388,388,3050113.72,Enhanced Medical Supplies or Pharmacy,,,T1999,Per Diem,0,0,0,29172.84,467
Livingston,389,389,3050113.72,Transportation,,,T2001,Per Diem,0,0,0,0,467
Livingston,390,390,3050113.72,Substance Use Disorder: Transportation,,HF,T2001,Encounter / Trip,0,0,0,0,467
Livingston,391,391,3050113.72,Transportation,,,T2002,Encounter / Trip,0,0,0,0,467
Livingston,392,392,3050113.72,Substance Use Disorder: Transportation,,HF,T2002,Encounter,0,0,0,0,467
Livingston,393,393,3050113.72,Transportation,,,T2003,Encounter,0,0,0,0,467
Livingston,394,394,3050113.72,Substance Use Disorder: Transportation,,HF,T2003,Encounter,0,0,0,0,467
Livingston,395,395,3050113.72,Transportation,,,T2004,Encounter,0,0,0,0,467
Livingston,396,396,3050113.72,Substance Use Disorder: Transportation,,HF,T2004,Hour,0,0,0,0,467
Livingston,397,397,3050113.72,Transportation,,,T2005,Month,0,0,0,0,467
Livingston,398,398,3050113.72,Substance Use Disorder: Transportation,,HF,T2005,,0,0,0,0,467
Livingston,399,399,3050113.72,Out of Home Prevocational Service,,,T2015,Month,0,0,0,25652.88,467
Livingston,401,401,3050113.72,Prevention Services - Direct Model,,,T2024,Item,0,0,0,0,467
Livingston,402,402,3050113.72,Fiscal Intermediary Services,,,T2025,Per session. One night = one session,0,0,0,110550.69,467
Livingston,403,403,3050113.72,Enhanced Medical Equipment-Supplies,,,T2028,Per session. One day/partial day = one session,0,0,0,0,467
Livingston,404,404,3050113.72,Enhanced Medical Equipment-Supplies,,,T2029,Service,1,8,1072.96,38492.44,467
Livingston,405,405,3050113.72,Respite Care,,,T2036,Item,0,0,0,0,467
Livingston,406,406,3050113.72,Respite Care,,,T2037,Per Item,0,0,0,0,467
Livingston,407,407,3050113.72,Housing Assistance,,,T2038,Per Item,0,0,0,0,467
Livingston,408,408,3050113.72,Enhanced Medical Equipment-Supplies,,,T2039,,0,0,0,0,467
Livingston,409,409,3050113.72,Goods and Services,,HK,T5999,,0,0,0,0,467
Livingston,410,410,3050113.72,Wraparound Services,,,T5999,,0,0,0,0,467
Livingston,411,411,3050113.72,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,467
Livingston,412,412,3050113.72,Other,,,,,0,0,0,0,467
Livingston,413,413,3050113.72,Aggregate for 'J' Codes,,,ALL,,0,0,0,0,467
Macomb,3,3,9884644,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,PT68,,Day,256,2189,1264526,6644775,1867
Macomb,4,4,9884644,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,PT68,,Day,3,26,3551,79602,1867
Macomb,5,5,9884644,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",PT68,,Day,0,0,0,5291,1867
Macomb,6,6,9884644,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",PT68,,Day,0,0,0,28891,1867
Macomb,7,7,9884644,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,PT73,,Day,1,4,2721,5539025,1867
Macomb,8,8,9884644,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,PT73,,Day,0,0,0,41723,1867
Macomb,9,9,9884644,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",PT73,,Day,0,0,0,124000,1867
Macomb,10,10,9884644,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",PT73,,Day,0,0,0,0,1867
Macomb,12,12,9884644,Local Psychiatric Hospital/IMD,,PT68,,Amount,0,0,0,0,1867
Macomb,13,13,9884644,Local Psychiatric Hospital/Acute Community,,PT73,,Day,0,0,0,0,1867
Macomb,16,16,9884644,Inpatient Hospital Ancillary Services - Room and Board,0144,,,# of items,0,0,0,0,1867
Macomb,17,17,9884644,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,# of tests,0,0,0,0,1867
Macomb,18,18,9884644,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,# of tests,0,0,0,0,1867
Macomb,19,19,9884644,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,,0,0,0,0,1867
Macomb,20,20,9884644,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of treatments,0,0,0,0,1867
Macomb,21,21,9884644,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of treatments,0,0,0,0,1867
Macomb,22,22,9884644,ECT Anesthesia,0370,,,# of treatments,0,0,0,0,1867
Macomb,23,23,9884644,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0,1867
Macomb,24,24,9884644,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of visits,0,0,0,0,1867
Macomb,25,25,9884644,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of tests,0,0,0,0,1867
Macomb,26,26,9884644,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of tests,0,0,0,0,1867
Macomb,27,27,9884644,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of tests,0,0,0,0,1867
Macomb,28,28,9884644,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of units,0,0,0,0,1867
Macomb,29,29,9884644,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,,0,0,0,0,1867
Macomb,30,30,9884644,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1867
Macomb,31,31,9884644,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of tests,0,0,0,0,1867
Macomb,32,32,9884644,ECT Recovery Room,0710,,,Hour,0,0,0,0,1867
Macomb,33,33,9884644,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,Encounter,0,0,0,0,1867
Macomb,34,34,9884644,Inpatient Hospital Ancillary Services - EEG,0740,,,# of visits,0,0,0,0,1867
Macomb,35,35,9884644,Crisis Observation Care,0762,,,Day,0,0,0,0,1867
Macomb,36,36,9884644,Additional Codes-ECT Facility Charge,0901,,,Day,0,0,0,0,1867
Macomb,37,37,9884644,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of tests,0,0,0,0,1867
Macomb,38,38,9884644,Outpatient Partial Hospitalization,0912,,,# of visits,374,3205,867347,1496939,1867
Macomb,39,39,9884644,Outpatient Partial Hospitalization,0913,,,Minutes,0,0,0,0,1867
Macomb,40,40,9884644,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Minutes,0,0,0,0,1867
Macomb,41,41,9884644,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Encounter,0,0,0,0,1867
Macomb,42,42,9884644,Additional Codes-ECT Anesthesia,,,00104,First 30 Minutes,0,0,0,0,1867
Macomb,43,43,9884644,Additional Codes-ECT Anesthesia,0901,,00104,15 Minutes,0,0,0,0,1867
Macomb,44,44,9884644,"ABA Behavior Identification Assessment 
(Note: code retired 12/31/18)",,U5,0359T,Each Additional 30 Minutes,4,4,1929,106881,1867
Macomb,45,45,9884644,ABA Behavioral Follow-up Assessment (reporting units of per 15 minutes effective 1/1/19),,U5,0362T,First 30 Minutes,0,0,0,60,1867
Macomb,46,46,9884644,ABA Behavioral Follow-up Assessment (reporting units of per 15 minutes effective 1/1/19),,U5,0362T,Each Additional 30 Minutes,0,0,0,0,1867
Macomb,47,47,9884644,"ABA Behavioral Follow-up Assessment 
(Note: code retired 12/31/18)",,U5,0363T,First 30 Minutes,0,0,0,0,1867
Macomb,48,48,9884644,"ABA Adaptive Treatment
(Note: code retired 12/31/18)",,U5,0364T,Each Additional 30 Minutes,7,260,7185,420942,1867
Macomb,49,49,9884644,"ABA Adaptive Treatment
(Note: code retired 12/31/18)",,U5,0365T,First 30 Minutes,7,1757,48553,2695085,1867
Macomb,50,50,9884644,"ABA Group Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0366T,Each Additional 30 Minutes,0,0,0,348,1867
Macomb,51,51,9884644,"ABA Group Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0367T,Encounter,0,0,0,118,1867
Macomb,52,52,9884644,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0368T,Encounter,7,69,4161,239559,1867
Macomb,53,53,9884644,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0369T,Encounter,7,217,13084,631789,1867
Macomb,54,54,9884644,"ABA Family Behavior Treatment Guidance
(Note: code retired 12/31/18)",,U5,0370T,First 60 Minutes,5,5,603,54883,1867
Macomb,55,55,9884644,"ABA Family Behavior Treatment Guidance
(Note: code retired 12/31/18)",,U5,0371T,Per 15 Minutes,0,0,0,217,1867
Macomb,56,56,9884644,"ABA Adaptive Behavior Treatment Social Skills Group
(Note: code retired 12/31/18)",,U5,0372T,Each Additional 30 Minutes,0,0,0,155,1867
Macomb,57,57,9884644,ABA Exposure Adaptive Behavior Treatment (reporting units changed effective 1/1/19 - see new line below),,U5,0373T,Encounter,0,0,0,216032,1867
Macomb,58,58,9884644,ABA Exposure Adaptive Behavior Treatment (reporting units of per 15 minutes effective 1/1/19),,U5,0373T,Encounter,0,0,0,0,1867
Macomb,59,59,9884644,"ABA Exposure Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0374T,Encounter,0,0,0,53120,1867
Macomb,60,60,9884644,Drug Screen,,,80305,Encounter,0,0,0,0,1867
Macomb,61,61,9884644,Drug Screen,,,80306,Encounter,0,0,0,0,1867
Macomb,62,62,9884644,Drug Screen,,,80307,Encounter,0,0,0,0,1867
Macomb,63,63,9884644,Interactive Complexity - Add On Code,,,90785,Encounter,0,0,0,0,1867
Macomb,64,64,9884644,Assessment for Autism,,U5,90785,Encounter,0,0,0,0,1867
Macomb,65,65,9884644,Substance Abuse - Interactive Complexity - Add On Code,,HF,90785,Encounter,0,0,0,0,1867
Macomb,66,66,9884644,Assessment,,,90791,Encounter,217,229,36339,147694,1867
Macomb,67,67,9884644,Substance Use: Assessment,,HF,90791,Encounter,0,0,0,0,1867
Macomb,68,68,9884644,Assessment for Autism,,U5,90791,Encounter,0,0,0,0,1867
Macomb,69,69,9884644,Assessment,,,90792,30 Minutes,266,271,82836,532526,1867
Macomb,70,70,9884644,Substance Use: Assessment,,HF,90792,30 Minutes,0,0,0,0,1867
Macomb,71,71,9884644,Assessment for Autism,,U5,90792,30 Minutes,0,0,0,0,1867
Macomb,72,72,9884644,Mental Health: Outpatient Care,,,90832,45 Minutes,161,743,115941,259949,1867
Macomb,73,73,9884644,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90832,45 Minutes,0,0,0,0,1867
Macomb,74,74,9884644,Assessment,,,90833,45 Minutes,6,6,767,4727,1867
Macomb,75,75,9884644,Mental Health: Outpatient Care,,,90834,60 Minutes,429,1503,212328,1209747,1867
Macomb,76,76,9884644,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90834,60 Minutes,0,0,0,0,1867
Macomb,77,77,9884644,Assessment,,,90836,60 Minutes,11,16,4408,10649,1867
Macomb,78,78,9884644,Mental Health: Outpatient Care,,,90837,First 30-74 Min.,309,1422,390503,1139545,1867
Macomb,79,79,9884644,Substance Use Disorder: Outpatient Care,,HF,90837,Each Additional 30 Minutes,0,0,0,0,1867
Macomb,80,80,9884644,Assessment,,,90838,Encounter,12,18,5188,20783,1867
Macomb,81,81,9884644,Psychotherapy for Crisis First 60 Minutes,,,90839,Encounter,1,1,300,1501,1867
Macomb,82,82,9884644,Psychotherapy for Crisis Each Additional 30 Minutes,,,90840,Encounter,0,0,0,0,1867
Macomb,83,83,9884644,Therapy-Family Therapy,,,90846,Encounter,33,53,13864,16047,1867
Macomb,84,84,9884644,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90846,Encounter,0,0,0,0,1867
Macomb,85,85,9884644,Therapy-Family Therapy,,,90847,Encounter,592,2550,236905,268238,1867
Macomb,86,86,9884644,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90847,Encounter,0,0,0,0,1867
Macomb,87,87,9884644,Therapy-Family Therapy,,,90849,Encounter,0,0,0,0,1867
Macomb,88,88,9884644,Therapy-Family Therapy,,HS,90849,Encounter,0,0,0,0,1867
Macomb,89,89,9884644,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90849,,0,0,0,0,1867
Macomb,90,90,9884644,Therapy-Group Therapy,,,90853,Encounter,6,26,820,182757.37,1867
Macomb,91,91,9884644,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90853,Encounter,0,0,0,0,1867
Macomb,92,92,9884644,Pharmacological Management (SED Waiver),,,90863,Encounter,0,0,0,0,1867
Macomb,93,93,9884644,Additional Codes-ECT Physician,,,90870,Encounter,0,0,0,0,1867
Macomb,94,94,9884644,Additional Codes-ECT Physician,0901,,90870,Encounter,0,0,0,0,1867
Macomb,95,95,9884644,Assessments-Other,,,90887,Encounter,0,0,0,0,1867
Macomb,96,96,9884644,Speech & Language Therapy,,,92507,Encounter,3,114,8604,967106,1867
Macomb,97,97,9884644,Speech & Language Therapy,,,92508,Encounter,0,0,0,0,1867
Macomb,98,98,9884644,Speech & Language Therapy,,,92521,Encounter,0,0,0,459,1867
Macomb,99,99,9884644,Speech & Language Therapy,,,92522,Encounter,0,0,0,513,1867
Macomb,100,100,9884644,Speech & Language Therapy,,,92523,First Hour,4,5,716,41805,1867
Macomb,101,101,9884644,Speech & Language Therapy,,,92524,Each Additional  30 Minutes,0,0,0,0,1867
Macomb,102,102,9884644,Speech & Language Therapy,,,92526,Encounter,0,0,0,2293,1867
Macomb,103,103,9884644,Speech & Language Therapy,,,92607,Encounter,0,0,0,0,1867
Macomb,104,104,9884644,Speech & Language Therapy,,,92608,First Hour,0,0,0,0,1867
Macomb,105,105,9884644,Speech & Language Therapy,,,92609,Each Additional 15 Minutes,0,0,0,0,1867
Macomb,106,106,9884644,Speech & Language Therapy,,,92610,Encounter,0,0,0,1951,1867
Macomb,111,111,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96101,Hour,2,9,2950,12098,1867
Macomb,112,112,9884644,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96101,Per Hour,0,0,0,0,1867
Macomb,113,113,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96102,Encounter,0,0,0,0,1867
Macomb,114,114,9884644,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96102,Encounter,0,0,0,0,1867
Macomb,115,115,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96103,Encounter,0,0,0,0,1867
Macomb,116,116,9884644,Assessments-Other,,,96105,First Hour,0,0,0,0,1867
Macomb,117,117,9884644,Assessments-Other,,,96110,Each Additional 30 Minutes,0,0,0,0,1867
Macomb,118,118,9884644,"Assessments - Other
(Note: code retired 12/31/18)",,,96111,Per Hour,0,0,0,0,1867
Macomb,119,119,9884644,Assessments - Testing,,,96112,Per Hour,0,0,0,0,1867
Macomb,120,120,9884644,Assessments - Testing,,,96113,Hour,0,0,0,0,1867
Macomb,121,121,9884644,Neurobehavioral Status Exam,,,96116,Per Hour,0,0,0,880,1867
Macomb,122,122,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96118,Hour,0,0,0,436,1867
Macomb,123,123,9884644,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96118,Per Hour,0,0,0,0,1867
Macomb,124,124,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96119,Each Additional Hour,0,0,0,0,1867
Macomb,125,125,9884644,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96119,,0,0,0,0,1867
Macomb,126,126,9884644,"Assessments - Testing
(Note: code retired 12/31/18)",,,96120,First Hour,0,0,0,0,1867
Macomb,127,127,9884644,Assessments - Testing,,,96121,First Hour,0,0,0,86,1867
Macomb,128,128,9884644,Assessments-Other,,,96127,Each Additional Hour,0,0,0,0,1867
Macomb,129,129,9884644,Assessments - Testing,,,96130,Each Additional Hour,3,3,1098,24235,1867
Macomb,130,130,9884644,Assessment for Autism,,U5,96130,First Hour,0,0,0,0,1867
Macomb,131,131,9884644,Assessments - Testing,,,96131,First Hour,1,1,366,19845,1867
Macomb,132,132,9884644,Assessment for Autism,,U5,96131,Each Additional Hour,0,0,0,0,1867
Macomb,133,133,9884644,Assessments - Testing,,,96132,Each Additional Hour,0,0,0,1743,1867
Macomb,134,134,9884644,Assessment for Autism,,U5,96132,First 30 Minutes,0,0,0,0,1867
Macomb,135,135,9884644,Assessments - Testing,,,96133,First 30 Minutes,0,0,0,0,1867
Macomb,136,136,9884644,Assessment for Autism,,U5,96133,Each Additional 30 Minutes,0,0,0,0,1867
Macomb,137,137,9884644,Assessments - Testing,,,96136,Each Additional 30 Minutes,3,3,549,2927,1867
Macomb,138,138,9884644,Assessment for Autism,,U5,96136,First 30 Minutes,0,0,0,0,1867
Macomb,139,139,9884644,Assessments - Testing,,,96137,Each Additional 30 Minutes,3,20,3659,13356,1867
Macomb,140,140,9884644,Assessment for Autism,,U5,96137,Encounter,0,0,0,0,1867
Macomb,141,141,9884644,Assessments - Testing,,,96138,Encounter,0,0,0,0,1867
Macomb,142,142,9884644,Assessments - Testing,,,96139,15 Minutes,0,0,0,0,1867
Macomb,143,143,9884644,Assessments - Testing,,,96146,15 Minutes,0,0,0,0,1867
Macomb,144,144,9884644,Medication Administration,,,96372,15 Minutes,0,0,0,586035,1867
Macomb,145,145,9884644,Occupational or Physical Therapy,,,97110,15 Minutes,3,74,2221,542119,1867
Macomb,146,146,9884644,Occupational or Physical Therapy,,,97112,15 Minutes,0,0,0,59112,1867
Macomb,147,147,9884644,Occupational or Physical Therapy,,,97113,15 Minutes,0,0,0,0,1867
Macomb,148,148,9884644,Occupational or Physical Therapy,,,97116,Encounter,0,0,0,11022,1867
Macomb,149,149,9884644,Occupational or Physical Therapy,,,97124,15 Minutes,0,0,0,15868,1867
Macomb,150,150,9884644,Occupational or Physical Therapy,,,97140,15 Minutes,0,0,0,88374,1867
Macomb,151,151,9884644,Occupational or Physical Therapy,,,97150,15 Minutes,0,0,0,0,1867
Macomb,152,152,9884644,"ABA Behavior Identification Assessment 
(new code effective 1/1/19)",,U5,97151,15 Minutes,9,82,2526,173424,1867
Macomb,153,153,9884644,"ABA Adaptive Behavior Treatment 
(new code effective 1/1/19)",,U5,97153,15 Minutes,9,12210,153286,10151698,1867
Macomb,154,154,9884644,"ABA Group Adaptive Behavior Treatment
(new code effective 1/1/19)",,U5,97154,15 Minutes,0,0,0,7126,1867
Macomb,155,155,9884644,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(new code effective 1/1/19)",,U5,97155,15 Minutes,8,1864,51397,3035469,1867
Macomb,156,156,9884644,"ABA Family Behavior Treatment Guidance
(new code effective 1/1/19)",,U5,97156,Encounter,9,118,3161,189532,1867
Macomb,157,157,9884644,"ABA Family Behavior Treatment Guidance
(new code effective 1/1/19)",,U5,97157,Encounter,0,0,0,0,1867
Macomb,158,158,9884644,"ABA Adaptive Behavior Treatment Social Skills Group
(new code effective 1/1/19)",,U5,97158,Encounter,0,0,0,0,1867
Macomb,159,159,9884644,Physical Therapy,,,97161,Encounter,0,0,0,4164,1867
Macomb,160,160,9884644,Physical Therapy,,,97162,Encounter,0,0,0,5314,1867
