"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"Newaygo",163,163,3225959.43,"New Patient Evaluation and Management",,,"99204","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",164,164,3225959.43,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",165,165,3225959.43,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",166,166,3225959.43,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",167,167,3225959.43,"Established Patient Evaluation and Management",,,"99211","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",168,168,3225959.43,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",169,169,3225959.43,"Established Patient Evaluation and Management",,,"99212","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",170,170,3225959.43,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",171,171,3225959.43,"Established Patient Evaluation and Management",,,"99213","Encounter",70.00,108.00,23343.03,149702.95,591.00
"Newaygo",172,172,3225959.43,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",173,173,3225959.43,"Established Patient Evaluation and Management",,,"99214","Encounter",169.00,630.00,210540.07,692178.61,591.00
"Newaygo",174,174,3225959.43,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",175,175,3225959.43,"Established Patient Evaluation and Management",,,"99215","Encounter",0.00,0.00,0.00,7176.79,591.00
"Newaygo",176,176,3225959.43,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,1529.20,591.00
"Newaygo",177,177,3225959.43,"Additional Codes-Physician Services",,,"99221","30 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",178,178,3225959.43,"Additional Codes-Physician Services",,,"99222","50 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",179,179,3225959.43,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",180,180,3225959.43,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",181,181,3225959.43,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",182,182,3225959.43,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",183,183,3225959.43,"Additional Codes-Physician Services",,,"99231","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",184,184,3225959.43,"Additional Codes-Physician Services",,,"99232","25 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",185,185,3225959.43,"Additional Codes-Physician Services",,,"99233","35 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",186,186,3225959.43,"Additional Codes-Physician Services",,,"99238","<= 30 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",187,187,3225959.43,"Additional Codes-Physician Services",,,"99239","> 30 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",188,188,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",189,189,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",190,190,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",191,191,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",192,192,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",193,193,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99251","20 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",194,194,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99252","40 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",195,195,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99253","55 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",196,196,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99254","80 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",197,197,3225959.43,"Substance Use Disorder: Physician Consultations",,"HF","99255","110 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",198,198,3225959.43,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",199,199,3225959.43,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",200,200,3225959.43,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",201,201,3225959.43,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",202,202,3225959.43,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",203,203,3225959.43,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",204,204,3225959.43,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",205,205,3225959.43,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",206,206,3225959.43,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",207,207,3225959.43,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",208,208,3225959.43,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",209,209,3225959.43,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",210,210,3225959.43,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",211,211,3225959.43,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",212,212,3225959.43,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",213,213,3225959.43,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",214,214,3225959.43,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",215,215,3225959.43,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",216,216,3225959.43,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",217,217,3225959.43,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",218,218,3225959.43,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",219,219,3225959.43,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",220,220,3225959.43,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",221,221,3225959.43,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",222,222,3225959.43,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",223,223,3225959.43,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",224,224,3225959.43,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",225,225,3225959.43,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",226,226,3225959.43,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",227,227,3225959.43,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",228,228,3225959.43,"Substance Use Disorder: Transportation",,"HF","A0100","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",229,229,3225959.43,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",230,230,3225959.43,"Substance Use Disorder: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",231,231,3225959.43,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",232,232,3225959.43,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",233,233,3225959.43,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",234,234,3225959.43,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,591.00
"Newaygo",235,235,3225959.43,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",236,236,3225959.43,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,591.00
"Newaygo",237,237,3225959.43,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",239,239,3225959.43,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,591.00
"Newaygo",240,240,3225959.43,"Substance Use Disorder: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",241,241,3225959.43,"Occupational Therapy",,,"G0515","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",242,242,3225959.43,"Substance Use Disorder: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",243,243,3225959.43,"Assessment ",,,"H0002","Encounter",59.00,60.00,12645.63,66842.55,591.00
"Newaygo",244,244,3225959.43,"Substance Use Disorder: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",245,245,3225959.43,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",246,246,3225959.43,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",247,247,3225959.43,"Substance Use Disorder: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",248,248,3225959.43,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",249,249,3225959.43,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",250,250,3225959.43,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",251,251,3225959.43,"Substance Use Disorder: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",252,252,3225959.43,"Crisis Residential Services",,,"H0018","Day",0.00,0.00,0.00,64616.56,591.00
"Newaygo",253,253,3225959.43,"Substance Use Disorder: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",254,254,3225959.43,"Substance Use Disorder: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",255,255,3225959.43,"Substance Use Disorder: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",256,256,3225959.43,"Substance Use Disorder: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",257,257,3225959.43,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",258,258,3225959.43,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",259,259,3225959.43,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",3.00,3.00,172.89,623.39,591.00
"Newaygo",260,260,3225959.43,"Assessment ",,,"H0031","Encounter",318.00,356.00,149328.36,492114.31,591.00
"Newaygo",261,261,3225959.43,"Assessment for Autism",,"U5","H0031","Encounter",29.00,29.00,14073.89,14120.70,591.00
"Newaygo",262,262,3225959.43,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,4505.01,591.00
"Newaygo",263,263,3225959.43,"Treatment Planning",,,"H0032","Encounter",139.00,161.00,39143.53,156332.45,591.00
"Newaygo",264,264,3225959.43,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",1.00,1.00,46.81,46.81,591.00
"Newaygo",265,265,3225959.43,"Substance Use Disorder: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",266,266,3225959.43,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",267,267,3225959.43,"Home Based Services",,,"H0036","15 Minutes",152.00,7980.00,951472.98,952252.43,591.00
"Newaygo",268,268,3225959.43,"Home Based Services",,"ST","H0036","15 Minutes",7.00,217.00,25231.24,25231.24,591.00
"Newaygo",269,269,3225959.43,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",0.00,0.00,0.00,56790.80,591.00
"Newaygo",270,270,3225959.43,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",271,271,3225959.43,"Substance Use Disorder: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",272,272,3225959.43,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,0.00,591.00
"Newaygo",273,273,3225959.43,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",274,274,3225959.43,"Assertive Community Treatment (ACT)",,"TG","H0039","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",275,275,3225959.43,"Community Living Supports in Independent living/own home",,,"H0043","Per Diem",0.00,0.00,0.00,100826.85,591.00
"Newaygo",276,276,3225959.43,"Community Living Supports in Independent living/own home",,"TF","H0043","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",277,277,3225959.43,"Community Living Supports in Independent living/own home",,"TG","H0043","Per Diem",0.00,0.00,0.00,33978.28,591.00
"Newaygo",278,278,3225959.43,"Community Living Supports in Independent living/own home",,"TT","H0043","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",279,279,3225959.43,"Community Living Supports in Independent living/own home",,"TF/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",280,280,3225959.43,"Community Living Supports in Independent living/own home",,"TG/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",281,281,3225959.43,"Respite",,,"H0045","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",282,282,3225959.43,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",283,283,3225959.43,"Substance Use Disorder: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",284,284,3225959.43,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",285,285,3225959.43,"Behavior Treatment Plan Review",,,"H2000","Encounter",4.00,5.00,1214.95,12640.04,591.00
"Newaygo",286,286,3225959.43,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",2.00,5.00,491.46,18075.96,591.00
"Newaygo",287,287,3225959.43,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",288,288,3225959.43,"Crisis Intervention",,,"H2011","15 Minutes",8.00,56.00,6679.47,26028.50,591.00
"Newaygo",289,289,3225959.43,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",290,290,3225959.43,"Crisis Intervention",,"TJ","H2011","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",291,291,3225959.43,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",0.00,0.00,0.00,138832.44,591.00
"Newaygo",292,292,3225959.43,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",293,293,3225959.43,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",7.00,4686.00,30321.57,687022.43,591.00
"Newaygo",294,294,3225959.43,"Community Living Supports (15 Minutes)",,"TT","H2015","15 Minutes",0.00,0.00,0.00,8630.13,591.00
"Newaygo",295,295,3225959.43,"Community Living Supports (Daily)",,,"H2016","Per Diem",0.00,0.00,0.00,2200432.49,591.00
"Newaygo",296,296,3225959.43,"Behavior Services",,,"H2019","15 Minutes",11.00,244.00,19276.93,63348.72,591.00
"Newaygo",297,297,3225959.43,"Behavior Services",,"TT","H2019","15 Minutes",12.00,592.00,24176.32,91407.87,591.00
"Newaygo",298,298,3225959.43,"Wraparound",,,"H2021","15 Minutes",16.00,175.00,24666.82,93695.84,591.00
"Newaygo",299,299,3225959.43,"Wraparound (SED Waiver)",,,"H2022","Day",8.00,65.00,15787.64,15787.64,591.00
"Newaygo",300,300,3225959.43,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",301,301,3225959.43,"Supported Employment Services",,,"H2023","15 minutes",0.00,0.00,0.00,348399.80,591.00
"Newaygo",302,302,3225959.43,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",303,303,3225959.43,"Substance Use Disorder: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",304,304,3225959.43,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",305,305,3225959.43,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",306,306,3225959.43,"Substance Use Disorder: Recovery Housing",,,"H2034","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",307,307,3225959.43,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,591.00
"Newaygo",308,308,3225959.43,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",310,310,3225959.43,"Telemedicine Facility Fee",,"GT","Q3014","Per Service",0.00,0.00,0.00,0.00,591.00
"Newaygo",311,311,3225959.43,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",312,312,3225959.43,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",313,313,3225959.43,"Substance Use Disorder: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,591.00
"Newaygo",314,314,3225959.43,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",315,315,3225959.43,"Family Training",,,"S5111","Encounter",87.00,250.00,73901.93,81795.43,591.00
"Newaygo",316,316,3225959.43,"Family Training",,"HA","S5111","Encounter",2.00,8.00,1787.87,3128.77,591.00
"Newaygo",317,317,3225959.43,"Family Training",,"HM","S5111","Encounter",44.00,423.00,95052.50,105556.23,591.00
"Newaygo",319,319,3225959.43,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",320,320,3225959.43,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",321,321,3225959.43,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",322,322,3225959.43,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",323,323,3225959.43,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",324,324,3225959.43,"Personal Emergency Response System (PERS)",,,"S5161","Month",0.00,0.00,0.00,0.00,591.00
"Newaygo",325,325,3225959.43,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,591.00
"Newaygo",326,326,3225959.43,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",327,327,3225959.43,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",334,334,3225959.43,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",335,335,3225959.43,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",336,336,3225959.43,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",337,337,3225959.43,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",338,338,3225959.43,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,591.00
"Newaygo",339,339,3225959.43,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",0.00,0.00,0.00,0.00,591.00
"Newaygo",340,340,3225959.43,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",341,341,3225959.43,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,591.00
"Newaygo",342,342,3225959.43,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,591.00
"Newaygo",343,343,3225959.43,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,591.00
"Newaygo",344,344,3225959.43,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,591.00
"Newaygo",345,345,3225959.43,"Assessment",,,"T1001","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",346,346,3225959.43,"Health Services",,,"T1002","Up to 15 min",4.00,9.00,1099.81,6807.10,591.00
"Newaygo",347,347,3225959.43,"Respite Care",,,"T1005","15 Minutes",11.00,3711.00,17090.80,45213.85,591.00
"Newaygo",348,348,3225959.43,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",349,349,3225959.43,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",350,350,3225959.43,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",351,351,3225959.43,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",352,352,3225959.43,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",353,353,3225959.43,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",354,354,3225959.43,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",355,355,3225959.43,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",1.00,6.00,872.90,102394.94,591.00
"Newaygo",356,356,3225959.43,"Targeted Case Management ",,,"T1017","15 minutes",219.00,2848.00,318723.91,2053204.51,591.00
"Newaygo",357,357,3225959.43,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",0.00,0.00,0.00,1805.21,591.00
"Newaygo",358,358,3225959.43,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",0.00,0.00,0.00,1311233.79,591.00
"Newaygo",359,359,3225959.43,"Assessments",,,"T1023","Encounter",48.00,70.00,30841.74,117517.23,591.00
"Newaygo",360,360,3225959.43,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,591.00
"Newaygo",361,361,3225959.43,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",362,362,3225959.43,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",363,363,3225959.43,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",364,364,3225959.43,"Transportation",,,"T2002","Per Diem",1.00,2.00,1166.01,1784.26,591.00
"Newaygo",365,365,3225959.43,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,591.00
"Newaygo",366,366,3225959.43,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",367,367,3225959.43,"Substance Use Disorder: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,591.00
"Newaygo",368,368,3225959.43,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",369,369,3225959.43,"Substance Use Disorder: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",370,370,3225959.43,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",371,371,3225959.43,"Substance Use Disorder: Transportation",,"HF","T2005","Encounter",0.00,0.00,0.00,0.00,591.00
"Newaygo",372,372,3225959.43,"Out of Home Prevocational Service",,,"T2015","Hour",0.00,0.00,0.00,0.00,591.00
"Newaygo",374,374,3225959.43,"Prevention Services - Direct Model ",,,"T2024",,0.00,0.00,0.00,0.00,591.00
"Newaygo",375,375,3225959.43,"Fiscal Intermediary Services",,,"T2025","Month",11.00,64.00,666.16,4705.64,591.00
"Newaygo",376,376,3225959.43,"Enhanced Medical Equipment-Supplies",,,"T2028","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",377,377,3225959.43,"Enhanced Medical Equipment-Supplies",,,"T2029","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",378,378,3225959.43,"Respite Care",,,"T2036","Per session. One night = one session",0.00,0.00,0.00,0.00,591.00
"Newaygo",379,379,3225959.43,"Respite Care",,,"T2037","Per session. One day/partial day = one session",0.00,0.00,0.00,0.00,591.00
"Newaygo",380,380,3225959.43,"Housing Assistance",,,"T2038","Service",0.00,0.00,0.00,0.00,591.00
"Newaygo",381,381,3225959.43,"Enhanced Medical Equipment-Supplies",,,"T2039","Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",382,382,3225959.43,"Goods and Services ",,"HK","T5999","Per Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",383,383,3225959.43,"Wraparound Services",,,"T5999","Per Item",0.00,0.00,0.00,0.00,591.00
"Newaygo",384,384,3225959.43,"Pharmacy (Drugs and Other Biologicals)",,,,,0.00,0.00,0.00,0.00,591.00
"Newaygo",385,385,3225959.43,"Other",,,,,0.00,0.00,0.00,0.00,591.00
"Newaygo",386,386,3225959.43,"Aggregate for 'J' Codes",,,"ALL",,0.00,0.00,0.00,0.00,591.00
