CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Totals,FirstOfMIA Unique Consumers
Lenawee,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,6440760.87,119
Lenawee,ECT Recovery Room,710,,,,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Crisis Observation Care,762,,,Hour,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,6440760.87,119
Lenawee,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,6440760.87,119
Lenawee,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,6440760.87,119
Lenawee,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,6440760.87,119
Lenawee,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,6440760.87,119
Lenawee,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,6440760.87,119
Lenawee,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,6440760.87,119
Lenawee,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,6440760.87,119
Lenawee,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,6440760.87,119
Lenawee,Drug Screen,,80305,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Drug Screen,,80306,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Drug Screen,,80307,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,"90791
",,Encounter,1,1,352.62,705.24,6440760.87,119
Lenawee,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,90792,,Encounter,126,126,93020.59,187517.7,6440760.87,119
Lenawee,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Mental Health: Outpatient Care,,90832,,30 Minutes,7,15,1918.65,2174.47,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment,,90833,,30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Mental Health: Outpatient Care,,90834,,45 Minutes,53,237,14660.33,15402.63,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment,,90836,,45 Minutes,0,0,0,0,6440760.87,119
Lenawee,Mental Health: Outpatient Care,,90837,,60 Minutes,28,248,44668.81,67363.45,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment,,90838,,60 Minutes,0,0,0,0,6440760.87,119
Lenawee,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,6440760.87,119
Lenawee,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Therapy-Family Therapy,,90846,,Encounter,2,7,1814.14,49240.94,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Therapy-Family Therapy,,90847,,Encounter,5,69,18726.53,164739.15,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Therapy-Group Therapy,,90853,,Encounter,0,0,0,11963.01,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessments-Other,,90887,,Encounter,0,0,0,373.7,6440760.87,119
Lenawee,Speech & Language Therapy ,,92507,,Encounter,0,0,0,2748.02,6440760.87,119
Lenawee,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,3,15,1201.19,4164.12,6440760.87,119
Lenawee,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Assessments-Other,,96105,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessments-Other,,96110,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessments-Other,,96111,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,6440760.87,119
Lenawee,Assessments-Other,,96127,,,0,0,0,0,6440760.87,119
Lenawee,Medication Administration,,96372,,Encounter,96,1078,61591.89,65419.96,6440760.87,119
Lenawee,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Physical Therapy,,97161,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Physical Therapy,,97162,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Physical Therapy,,97163,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Physical Therapy,,97164,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy,,97165,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy,,97166,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy,,97167,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy,,97168,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,544.81,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,314.17,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Health Services,,97804,,30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,6440760.87,119
Lenawee,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,New Patient Evaluation and Management,,99202,,Encounter,1,1,479.28,958.56,6440760.87,119
Lenawee,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,721.43,6440760.87,119
Lenawee,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Established Patient Evaluation and Management,,99212,,Encounter,201,361,58261.78,104903.49,6440760.87,119
Lenawee,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Established Patient Evaluation and Management,,99213,,Encounter,524,1413,346888.02,491486.07,6440760.87,119
Lenawee,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Established Patient Evaluation and Management,,99214,,Encounter,348,792,288196.76,513077.57,6440760.87,119
Lenawee,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Established Patient Evaluation and Management,,99215,,Encounter,36,36,22891.66,40060.41,6440760.87,119
Lenawee,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,6440760.87,119
Lenawee,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99324,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99325,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99326,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99327,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99328,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99334,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99335,,Encounter,1,1,9.69,9.69,6440760.87,119
Lenawee,Assessment,,99336,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99337,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99341,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99342,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99343,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99344,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99345,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99347,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99348,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99349,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment,,99350,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Medication Administration,,99506,,Encounter,1,1,253.63,253.63,6440760.87,119
Lenawee,Medication Management,,99605,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0080,,Per mile,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0090,,Per mile,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0100,,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0110,,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0120,,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0130,,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0140,,Per one-way trip,0,0,0,0,6440760.87,119
Lenawee,Transportation,,A0170,,,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,6440760.87,119
Lenawee,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,6440760.87,119
Lenawee,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,6440760.87,119
Lenawee,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Assessment ,,H0002,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,6440760.87,119
Lenawee,Crisis Residential Services,,H0018,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Peer Directed and Operated Support Services,,H0023,,Encounter,280,6917,82748.46,82748.46,6440760.87,119
Lenawee,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,6440760.87,119
Lenawee,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,6440760.87,119
Lenawee,Assessment ,,H0031,,Encounter,701,759,208641.14,308151.14,6440760.87,119
Lenawee,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,1,1,377.07,37706.77,6440760.87,119
Lenawee,Treatment Planning,,H0032,,Encounter,11,17,1647.97,4265.34,6440760.87,119
Lenawee,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,6,66,5285.22,25865.57,6440760.87,119
Lenawee,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,6440760.87,119
Lenawee,Health Services,,H0034,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Home Based Services,,H0036,,15 Minutes,2,11,487.26,337714.46,6440760.87,119
Lenawee,Home Based Services,,H0036,ST,15 Minutes,0,0,0,16697.18,6440760.87,119
Lenawee,Peer Directed and Operated Support Services,,H0038,,15 minutes,175,5096,194268.54,198309.45,6440760.87,119
Lenawee,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,6440760.87,119
Lenawee,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Community Living Supports in Independent living/own home,,H0043,,Per diem,4,488,81525.92,602088.95,6440760.87,119
Lenawee,Respite,,H0045,,Day,0,0,0,31543.71,6440760.87,119
Lenawee,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Behavior Treatment Plan Review,,H2000,,Encounter,15,15,387.66,1137.15,6440760.87,119
Lenawee,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0,6440760.87,119
Lenawee,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,6440760.87,119
Lenawee,Crisis Intervention,,H2011,,15 Minutes,118,286,26383.85,35055.47,6440760.87,119
Lenawee,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,46,23433,94858.38,1230373.92,6440760.87,119
Lenawee,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,19575.01,6440760.87,119
Lenawee,Community Living Supports (15 Minutes),,H2015,,15 Minutes,13,62398,159024.71,1531115.56,6440760.87,119
Lenawee,Community Living Supports (Daily),,H2016,,Per Diem,36,8734,1218268.85,3712414.17,6440760.87,119
Lenawee,Behavior Services,,H2019,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Wraparound,,H2021,,15 Minutes,1,54,21662.65,105505.11,6440760.87,119
Lenawee,Wraparound (SED Waiver),,H2022,,Day,0,0,0,0,6440760.87,119
Lenawee,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,6440760.87,119
Lenawee,Supported Employment Services,,H2023,,15 minutes,18,110,596.94,10554.97,6440760.87,119
Lenawee,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,1,20,197.32,197.32,6440760.87,119
Lenawee,Home Based Services,,H2033,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,6440760.87,119
Lenawee,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0,6440760.87,119
Lenawee,Transportation,,S0209,,Per Mile,0,0,0,0,6440760.87,119
Lenawee,Transportation,,S0215,,Per Mile,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,6440760.87,119
Lenawee,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Family Training,,S5111,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Family Training,,S5111,HA,Encounter,0,0,0,0,6440760.87,119
Lenawee,Family Training,,S5111,HM,Encounter,0,0,0,0,6440760.87,119
Lenawee,Foster Care,,S5140,,Day,0,0,0,0,6440760.87,119
Lenawee,Foster Care,,S5145,,Day,0,0,0,0,6440760.87,119
Lenawee,Respite,,S5150,,15 Minutes,0,0,0,0,6440760.87,119
Lenawee,Respite,,S5151,,Per Diem,0,0,0,0,6440760.87,119
Lenawee,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Personal Emergency Response System (PERS),,S5161,,Month,5,43,69342.09,124170.72,6440760.87,119
Lenawee,Environmental Modification ,,S5165,,Service,0,0,0,0,6440760.87,119
Lenawee,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,6440760.87,119
Lenawee,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Health Services,,S9445,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Health Services,,S9446,,Encounter,1,11,507.03,507.03,6440760.87,119
Lenawee,Health Services,,S9470,,Encounter,0,0,0,0,6440760.87,119
Lenawee,Prevention Services - Direct Model,,S9482,,15 minutes,8,207,17207.89,17207.89,6440760.87,119
Lenawee,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,6440760.87,119
Lenawee,Residential Room and Board,,S9976,,Day,0,0,0,0,6440760.87,119
Lenawee,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,6440760.87,119
Lenawee,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,6440760.87,119
Lenawee,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,309309.96,6440760.87,119
Lenawee,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,492.99,6440760.87,119
Lenawee,Assessment,,T1001,,Encounter,3,3,553.12,553.12,6440760.87,119
Lenawee,Health Services,,T1002,,Up to 15 min,6,11,521.81,521.81,6440760.87,119
Lenawee,Respite Care,,T1005,,15 Minutes,0,0,0,139544.62,6440760.87,119
