"","FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Item","Desc","People","Undup"
"8256",2013,2,"NMRE","Northern Lakes","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",71,FALSE
"8257",2013,2,"NMRE","Northern Lakes","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",483,FALSE
"8258",2013,2,"NMRE","Northern Lakes","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",1,FALSE
"8259",2013,2,"NMRE","Northern Lakes","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",483,FALSE
"8260",2013,2,"NMRE","Northern Lakes","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8261",2013,2,"NMRE","Northern Lakes","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8262",2013,2,"NMRE","Northern Lakes","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8263",2013,2,"NMRE","Northern Lakes","Other","Start","total_in","1","Total # of people who telephoned or walked in",0,FALSE
"8264",2013,2,"NMRE","Northern Lakes","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"8265",2013,2,"NMRE","Northern Lakes","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"8266",2013,2,"NMRE","Northern Lakes","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",0,FALSE
"8267",2013,2,"NMRE","Northern Lakes","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,FALSE
"8268",2013,2,"NMRE","Northern Lakes","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",0,FALSE
"8269",2013,2,"NMRE","Northern Lakes","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"8270",2013,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"8271",2013,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"8272",2013,2,"NMRE","Northern Lakes","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"8273",2013,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"8274",2013,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"8275",2013,2,"NMRE","Northern Lakes","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,FALSE
"8276",2013,2,"NMRE","Northern Lakes","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"8277",2013,2,"NMRE","Northern Lakes","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"8278",2013,2,"NMRE","Northern Lakes","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8279",2013,2,"NMRE","Northern Lakes","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8280",2013,2,"NMRE","Northern Lakes","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8281",2014,2,"NMRE","Northern Lakes","DD","Start","total_in","1","Total # of people who telephoned or walked in",237,FALSE
"8282",2014,2,"NMRE","Northern Lakes","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",6,FALSE
"8283",2014,2,"NMRE","Northern Lakes","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"8284",2014,2,"NMRE","Northern Lakes","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",231,FALSE
"8285",2014,2,"NMRE","Northern Lakes","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",25,FALSE
"8286",2014,2,"NMRE","Northern Lakes","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",200,FALSE
"8287",2014,2,"NMRE","Northern Lakes","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",49,FALSE
"8288",2014,2,"NMRE","Northern Lakes","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"8289",2014,2,"NMRE","Northern Lakes","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"8290",2014,2,"NMRE","Northern Lakes","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",13,FALSE
"8291",2014,2,"NMRE","Northern Lakes","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",2,FALSE
"8292",2014,2,"NMRE","Northern Lakes","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",11,FALSE
"8293",2014,2,"NMRE","Northern Lakes","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",138,FALSE
"8294",2014,2,"NMRE","Northern Lakes","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",2,FALSE
"8295",2014,2,"NMRE","Northern Lakes","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",138,FALSE
"8296",2014,2,"NMRE","Northern Lakes","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8297",2014,2,"NMRE","Northern Lakes","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8298",2014,2,"NMRE","Northern Lakes","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8299",2014,2,"NMRE","Northern Lakes","MIA","Start","total_in","1","Total # of people who telephoned or walked in",1861,FALSE
"8300",2014,2,"NMRE","Northern Lakes","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",50,FALSE
"8301",2014,2,"NMRE","Northern Lakes","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",55,FALSE
"8302",2014,2,"NMRE","Northern Lakes","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1756,FALSE
"8303",2014,2,"NMRE","Northern Lakes","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",341,FALSE
"8304",2014,2,"NMRE","Northern Lakes","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",1369,FALSE
"8305",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",469,FALSE
"8306",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"8307",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"8308",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",230,FALSE
"8309",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",67,FALSE
"8310",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",163,FALSE
"8311",2014,2,"NMRE","Northern Lakes","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",670,FALSE
"8312",2014,2,"NMRE","Northern Lakes","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",15,FALSE
"8313",2014,2,"NMRE","Northern Lakes","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",670,FALSE
"8314",2014,2,"NMRE","Northern Lakes","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8315",2014,2,"NMRE","Northern Lakes","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8316",2014,2,"NMRE","Northern Lakes","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8317",2014,2,"NMRE","Northern Lakes","MIC","Start","total_in","1","Total # of people who telephoned or walked in",869,FALSE
"8318",2014,2,"NMRE","Northern Lakes","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",21,FALSE
"8319",2014,2,"NMRE","Northern Lakes","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",4,FALSE
"8320",2014,2,"NMRE","Northern Lakes","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",844,FALSE
"8321",2014,2,"NMRE","Northern Lakes","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",85,FALSE
"8322",2014,2,"NMRE","Northern Lakes","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",722,FALSE
"8323",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",176,FALSE
"8324",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"8325",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"8326",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",85,FALSE
"8327",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",8,FALSE
"8328",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",77,FALSE
"8329",2014,2,"NMRE","Northern Lakes","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",461,FALSE
"8330",2014,2,"NMRE","Northern Lakes","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",10,FALSE
"8331",2014,2,"NMRE","Northern Lakes","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",461,FALSE
"8332",2014,2,"NMRE","Northern Lakes","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8333",2014,2,"NMRE","Northern Lakes","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8334",2014,2,"NMRE","Northern Lakes","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8335",2014,2,"NMRE","Northern Lakes","Other","Start","total_in","1","Total # of people who telephoned or walked in",0,FALSE
"8336",2014,2,"NMRE","Northern Lakes","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"8337",2014,2,"NMRE","Northern Lakes","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"8338",2014,2,"NMRE","Northern Lakes","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",0,FALSE
"8339",2014,2,"NMRE","Northern Lakes","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,FALSE
"8340",2014,2,"NMRE","Northern Lakes","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",0,FALSE
"8341",2014,2,"NMRE","Northern Lakes","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"8342",2014,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"8343",2014,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"8344",2014,2,"NMRE","Northern Lakes","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"8345",2014,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"8346",2014,2,"NMRE","Northern Lakes","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"8347",2014,2,"NMRE","Northern Lakes","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,FALSE
"8348",2014,2,"NMRE","Northern Lakes","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"8349",2014,2,"NMRE","Northern Lakes","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"8350",2014,2,"NMRE","Northern Lakes","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"8351",2014,2,"NMRE","Northern Lakes","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"8352",2014,2,"NMRE","Northern Lakes","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"8353",2011,2,"NMRE","Northeast Michigan","DD","Start","total_in","1","Total # of people who telephoned or walked in",24,TRUE
"8354",2011,2,"NMRE","Northeast Michigan","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,TRUE
"8355",2011,2,"NMRE","Northeast Michigan","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,TRUE
"8356",2011,2,"NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",24,TRUE
"8357",2011,2,"NMRE","Northeast Michigan","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,TRUE
"8358",2011,2,"NMRE","Northeast Michigan","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",24,TRUE
"8359",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",1,TRUE
"8360",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"8361",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"8362",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",1,TRUE
"8363",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"8364",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",1,TRUE
"8365",2011,2,"NMRE","Northeast Michigan","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",22,TRUE
"8366",2011,2,"NMRE","Northeast Michigan","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"8367",2011,2,"NMRE","Northeast Michigan","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"8368",2011,2,"NMRE","Northeast Michigan","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"8369",2011,2,"NMRE","Northeast Michigan","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"8370",2011,2,"NMRE","Northeast Michigan","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"8371",2011,2,"NMRE","Northeast Michigan","MIA","Start","total_in","1","Total # of people who telephoned or walked in",943,TRUE
"8372",2011,2,"NMRE","Northeast Michigan","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",21,TRUE
"8373",2011,2,"NMRE","Northeast Michigan","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",5,TRUE
"8374",2011,2,"NMRE","Northeast Michigan","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",917,TRUE
"8375",2011,2,"NMRE","Northeast Michigan","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",174,TRUE
"8376",2011,2,"NMRE","Northeast Michigan","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",721,TRUE
"8377",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",65,TRUE
"8378",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"8379",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"8380",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",241,TRUE
"8381",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",65,TRUE
"8382",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",8,TRUE
"8383",2011,2,"NMRE","Northeast Michigan","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",415,TRUE
"8384",2011,2,"NMRE","Northeast Michigan","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",86,TRUE
"8385",2011,2,"NMRE","Northeast Michigan","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",50,TRUE
"8386",2011,2,"NMRE","Northeast Michigan","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"8387",2011,2,"NMRE","Northeast Michigan","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"8388",2011,2,"NMRE","Northeast Michigan","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"8389",2011,2,"NMRE","Northeast Michigan","MIC","Start","total_in","1","Total # of people who telephoned or walked in",304,TRUE
"8390",2011,2,"NMRE","Northeast Michigan","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",5,TRUE
"8391",2011,2,"NMRE","Northeast Michigan","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,TRUE
"8392",2011,2,"NMRE","Northeast Michigan","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",299,TRUE
"8393",2011,2,"NMRE","Northeast Michigan","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",69,TRUE
"8394",2011,2,"NMRE","Northeast Michigan","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",230,TRUE
"8395",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",19,TRUE
"8396",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"8397",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"8398",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",5,TRUE
"8399",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",5,TRUE
"8400",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"8401",2011,2,"NMRE","Northeast Michigan","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",206,TRUE
"8402",2011,2,"NMRE","Northeast Michigan","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",13,TRUE
"8403",2011,2,"NMRE","Northeast Michigan","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",5,TRUE
"8404",2011,2,"NMRE","Northeast Michigan","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"8405",2011,2,"NMRE","Northeast Michigan","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"8406",2011,2,"NMRE","Northeast Michigan","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"8407",2011,2,"NMRE","Northeast Michigan","Other","Start","total_in","1","Total # of people who telephoned or walked in",54,TRUE
"8408",2011,2,"NMRE","Northeast Michigan","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,TRUE
"8409",2011,2,"NMRE","Northeast Michigan","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,TRUE
"8410",2011,2,"NMRE","Northeast Michigan","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",54,TRUE
"8411",2011,2,"NMRE","Northeast Michigan","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,TRUE
"8412",2011,2,"NMRE","Northeast Michigan","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",54,TRUE
"8413",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",5,TRUE
"8414",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"8415",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"8416",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,TRUE
"8417",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"8418",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"8419",2011,2,"NMRE","Northeast Michigan","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,TRUE
"8420",2011,2,"NMRE","Northeast Michigan","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,TRUE
"8421",2011,2,"NMRE","Northeast Michigan","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,TRUE
"8422",2011,2,"NMRE","Northeast Michigan","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,TRUE
"8423",2011,2,"NMRE","Northeast Michigan","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,TRUE
"8424",2011,2,"NMRE","Northeast Michigan","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,TRUE
"8425",2012,2,"NMRE","Northeast Michigan","DD","Start","total_in","1","Total # of people who telephoned or walked in",23,TRUE
"8426",2012,2,"NMRE","Northeast Michigan","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,TRUE
"8427",2012,2,"NMRE","Northeast Michigan","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,TRUE
"8428",2012,2,"NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",22,TRUE
"8429",2012,2,"NMRE","Northeast Michigan","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",0,TRUE
"8430",2012,2,"NMRE","Northeast Michigan","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",22,TRUE
"8431",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,TRUE
"8432",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"8433",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"8434",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",1,TRUE
"8435",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,TRUE
"8436",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,TRUE
"8437",2012,2,"NMRE","Northeast Michigan","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",21,TRUE
"8438",2012,2,"NMRE","Northeast Michigan","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",2,TRUE
